ProjectCode,ReportMonth,State,OriginalCost,RevisedCost,Expenditure,Physical Progress,Agency,DateInconsistency,ProjectAgeDays,ApprovalToStartDays,CurrentExpenditureRatio,RobustCurrentExpenditurePct,RobustCurrentGap,HasRevisedCost,HasRevisedDoc,ProgressVelocity,ProgressScheduleGap,ExpenditureProgressGap,CostGrowth,ScheduleElapsedRatio,RemainingPlannedDays,ElapsedDays,PlannedDurationDays,ProgressBehindSchedule10,ProgressBehindSchedule20,ProgressBehindSchedule30,NegativeProgressVelocity,NoProgress,LateStageLowProgress,ExpenditureAhead10,ExpenditureAhead20,ExpenditureAhead30,OverallRiskEvent
618514,2026-04-01,Maharashtra,2330.71,317.4,196.85,73.96,National Highways Authority of India [NHAI],False,1217.0,365.0,62.019533711405174,62.019533711405174,11.94046628859482,1,1,,-126.04,-11.94046628859482,,2.0,-852.0,1217.0,365.0,1,1,1,0,0,0,0,0,0,0
618515,2026-04-01,"Multi-States(Karnataka,Maharashtra)",1479.3,1237.04,1178.11,100.0,National Highways Authority of India [NHAI],False,1278.0,334.0,95.23620901506821,95.23620901506821,4.763790984931788,1,1,,-100.0,-4.763790984931788,,2.0,-944.0,1278.0,334.0,1,1,1,0,0,0,0,0,0,1
618516,2026-04-01,"Multi-States(Karnataka,Maharashtra)",1388.7,1066.86,1130.54,83.5,National Highways Authority of India [NHAI],False,1278.0,273.0,105.96891813358829,100.0,-16.5,1,1,,-116.5,22.46891813358829,,2.0,-1005.0,1278.0,273.0,1,1,1,0,0,0,1,1,0,0
618517,2026-04-01,Karnataka,1135.39,763.36,732.44,82.89,National Highways Authority of India [NHAI],False,1127.0,455.0,95.94948648082163,95.94948648082163,-13.059486480821633,1,1,,-117.11,13.059486480821633,,2.0,-672.0,1127.0,455.0,1,1,1,0,0,0,1,0,0,0
618518,2026-04-01,Karnataka,1454.67,1805.84,690.56,98.87,National Highways Authority of India [NHAI],False,3012.0,365.0,38.24037567004829,38.24037567004829,60.62962432995172,1,1,,-101.13,-60.62962432995172,,2.0,-2647.0,3012.0,365.0,1,1,1,0,0,0,0,0,0,0
618519,2026-04-01,"Multi-States(Karnataka, TamilNadu)",1260.74,1218.47,611.1,75.76,National Highways Authority of India [NHAI],False,1066.0,426.0,50.1530608057646,50.1530608057646,25.6069391942354,1,1,,-124.24,-25.6069391942354,,2.0,-640.0,1066.0,426.0,1,1,1,0,0,0,0,0,0,1
618520,2026-04-01,Karnataka,1438.74,1786.57,1051.89,99.2,National Highways Authority of India [NHAI],False,1826.0,243.0,58.87762584169667,58.87762584169667,40.32237415830333,1,1,,-100.8,-40.32237415830333,,2.0,-1583.0,1826.0,243.0,1,1,1,0,0,0,0,0,0,1
618521,2026-04-01,Tamil Nadu,766.51,766.51,439.37,93.55,National Highways Authority of India [NHAI],False,2616.0,184.0,57.320843824607635,57.320843824607635,36.22915617539236,0,1,,-106.45,-36.22915617539236,,2.0,-2432.0,2616.0,184.0,1,1,1,0,0,0,0,0,0,1
618522,2026-04-01,Tamil Nadu,411.16,411.16,81.11,31.16,National Highways Authority of India [NHAI],False,455.0,214.0,19.72711353244479,19.72711353244479,11.43288646755521,0,1,,-168.84,-11.43288646755521,,2.0,-241.0,455.0,214.0,1,1,1,0,0,1,0,0,0,1
618523,2026-04-01,Odisha,844.67,1394.82,538.51,91.32,National Highways Authority of India [NHAI],False,2588.0,1581.0,38.60784904145338,38.60784904145338,52.712150958546616,1,1,,-72.37386464263125,-52.712150958546616,,1.6369386464263125,-1007.0,2588.0,1581.0,1,1,1,0,0,0,0,0,0,1
618524,2026-04-01,Andhra Pradesh,257.98,192.85,46.41,34.5,National Highways Authority of India [NHAI],False,396.0,243.0,24.065335753176043,24.065335753176043,10.434664246823957,1,1,,-128.46296296296296,-10.434664246823957,,1.6296296296296295,-153.0,396.0,243.0,1,1,1,0,0,1,0,0,0,1
618525,2026-04-01,Andhra Pradesh,326.61,223.29,13.18,8.8,National Highways Authority of India [NHAI],False,182.0,214.0,5.902637825249676,5.902637825249676,2.8973621747503246,1,1,,-76.24672897196261,-2.8973621747503246,,0.8504672897196262,32.0,182.0,214.0,1,1,1,0,0,0,0,0,0,1
618526,2026-04-01,Andhra Pradesh,665.59,665.59,512.09,95.73,National Highways Authority of India [NHAI],False,2282.0,457.0,76.93775447347466,76.93775447347466,18.79224552652535,0,1,,-104.27,-18.79224552652535,,2.0,-1825.0,2282.0,457.0,1,1,1,0,0,0,0,0,0,1
618527,2026-04-01,Andhra Pradesh,1194.57,1757.82,853.14,99.92,National Highways Authority of India [NHAI],False,1735.0,547.0,48.53397958835376,48.53397958835376,51.38602041164624,1,1,,-100.08,-51.38602041164624,,2.0,-1188.0,1735.0,547.0,1,1,1,0,0,0,0,0,0,1
618529,2026-04-01,Uttar Pradesh,1991.71,1832.66,1008.02,94.79,National Highways Authority of India [NHAI],False,2616.0,427.0,55.00311023321293,55.00311023321293,39.78688976678708,1,1,,-105.21,-39.78688976678708,,2.0,-2189.0,2616.0,427.0,1,1,1,0,0,0,0,0,0,0
618530,2026-04-01,"Multi-States(Bihar, UttarPradesh)",3241.56,3241.56,1248.48,95.58,National Highways Authority of India [NHAI],False,5326.0,942.0,38.51478917558212,38.51478917558212,57.065210824417875,0,1,,-104.42,-57.06521082441788,,2.0,-4384.0,5326.0,942.0,1,1,1,0,0,0,0,0,0,1
618531,2026-04-01,"Multi-States(Bihar, Jharkhand)",1054.46,786.81,110.8,20.88,National Highways Authority of India [NHAI],False,486.0,1399.0,14.082179941790269,14.082179941790269,6.79782005820973,1,1,,-13.859099356683348,-6.79782005820973,,0.3473909935668334,913.0,486.0,1399.0,1,0,0,0,0,0,0,0,0,0
618532,2026-04-01,"Multi-States(Bihar, Jharkhand)",1822.46,738.11,605.5,97.92,National Highways Authority of India [NHAI],False,1492.0,273.0,82.03384319410387,82.03384319410387,15.886156805896135,1,1,,-102.08,-15.886156805896135,,2.0,-1219.0,1492.0,273.0,1,1,1,0,0,0,0,0,0,0
618533,2026-04-01,"Multi-States(Jharkhand, WestBengal)",1560.39,1568.22,91.41,100.0,National Highways Authority of India [NHAI],False,4383.0,1339.0,5.828901557179477,5.828901557179477,94.17109844282052,1,1,,-100.0,-94.17109844282052,,2.0,-3044.0,4383.0,1339.0,1,1,1,0,0,0,0,0,0,1
618535,2026-04-01,Jharkhand,687.77,442.52,33.97,11.8,National Highways Authority of India [NHAI],False,212.0,243.0,7.676489198228328,7.676489198228328,4.123510801771673,1,1,,-75.44279835390947,-4.123510801771673,,0.8724279835390947,31.0,212.0,243.0,1,1,1,0,0,0,0,0,0,0
618536,2026-04-01,Uttar Pradesh,1603.53,1192.16,196.64,32.83,National Highways Authority of India [NHAI],False,486.0,669.0,16.494430277815056,16.494430277815056,16.335569722184943,1,1,,-39.81573991031391,-16.335569722184943,,0.726457399103139,183.0,486.0,669.0,1,1,1,0,0,0,0,0,0,0
618537,2026-04-01,Uttar Pradesh,1753.75,1311.7,392.07,55.72,National Highways Authority of India [NHAI],False,852.0,334.0,29.890218800030492,29.890218800030492,25.829781199969506,1,1,,-144.28,-25.829781199969503,,2.0,-518.0,852.0,334.0,1,1,1,0,0,0,0,0,0,1
618538,2026-04-01,Uttar Pradesh,1792.68,1126.75,193.85,22.81,National Highways Authority of India [NHAI],False,455.0,488.0,17.204348790769913,17.204348790769913,5.605651209230086,1,1,,-70.42770491803277,-5.605651209230086,,0.9323770491803278,33.0,455.0,488.0,1,1,1,0,0,0,0,0,0,0
618539,2026-04-01,Uttar Pradesh,1089.41,1106.92,38.74,13.67,National Highways Authority of India [NHAI],False,396.0,212.0,3.4998012503161924,3.4998012503161924,10.170198749683808,1,1,,-173.1224528301887,-10.170198749683808,,1.8679245283018868,-184.0,396.0,212.0,1,1,1,0,0,1,0,0,0,0
618540,2026-04-01,Uttar Pradesh,1089.41,977.45,190.16,42.85,National Highways Authority of India [NHAI],False,151.0,457.0,19.454703565399765,19.454703565399765,23.395296434600237,1,1,,9.808424507658644,-23.39529643460024,,0.3304157549234136,306.0,151.0,457.0,0,0,0,0,0,0,0,0,0,1
618541,2026-04-01,"Jammu andKashmir",2919.96,2604.76,1770.97,87.0,National Highways Authority of India [NHAI],False,1704.0,153.0,67.98975721371642,67.98975721371642,19.010242786283584,1,1,,-113.0,-19.010242786283584,,2.0,-1551.0,1704.0,153.0,1,1,1,0,0,0,0,0,0,1
618543,2026-04-01,"Jammu andKashmir",1912.17,1034.3,357.42,27.0,National Highways Authority of India [NHAI],False,1339.0,396.0,34.55670501788649,34.55670501788649,-7.556705017886493,1,1,,-173.0,7.556705017886493,,2.0,-943.0,1339.0,396.0,1,1,1,0,0,1,0,0,0,0
618544,2026-04-01,"Jammu andKashmir",1401.87,1020.99,989.45,87.1,National Highways Authority of India [NHAI],False,1520.0,215.0,96.91084143821193,96.91084143821193,-9.810841438211938,1,1,,-112.9,9.810841438211938,,2.0,-1305.0,1520.0,215.0,1,1,1,0,0,0,0,0,0,1
618545,2026-04-01,"Jammu andKashmir",614.48,444.76,257.32,42.8,National Highways Authority of India [NHAI],False,1520.0,215.0,57.85592229517042,57.85592229517042,-15.055922295170426,1,1,,-157.2,15.055922295170426,,2.0,-1305.0,1520.0,215.0,1,1,1,0,0,1,1,0,0,1
618547,2026-04-01,"Jammu andKashmir",961.0,643.64,412.37,48.8,National Highways Authority of India [NHAI],False,852.0,395.0,64.068423342241,64.068423342241,-15.268423342241007,1,1,,-151.2,15.268423342241007,,2.0,-457.0,852.0,395.0,1,1,1,0,0,1,1,0,0,1
618549,2026-04-01,"Jammu andKashmir",242.65,731.59,655.27,83.87,National Highways Authority of India [NHAI],False,1035.0,212.0,89.56792739102502,89.56792739102502,-5.6979273910250186,1,1,,-116.13,5.6979273910250186,,2.0,-823.0,1035.0,212.0,1,1,1,0,0,0,0,0,0,1
618550,2026-04-01,"Jammu andKashmir",855.74,215.68,197.46,74.63,National Highways Authority of India [NHAI],False,1217.0,183.0,91.5522997032641,91.5522997032641,-16.922299703264102,1,1,,-125.37,16.922299703264102,,2.0,-1034.0,1217.0,183.0,1,1,1,0,0,0,1,0,0,1
618551,2026-04-01,Punjab,666.81,690.47,48.07,24.75,National Highways Authority of India [NHAI],False,274.0,242.0,6.961924486219531,6.961924486219531,17.78807551378047,1,1,,-88.47314049586777,-17.78807551378047,,1.1322314049586777,-32.0,274.0,242.0,1,1,1,0,0,1,0,0,0,0
618552,2026-04-01,Punjab,1754.84,2167.39,800.1,48.2,National Highways Authority of India [NHAI],False,1186.0,671.0,36.915368253982905,36.915368253982905,11.284631746017098,1,1,,-128.5511177347243,-11.284631746017098,,1.767511177347243,-515.0,1186.0,671.0,1,1,1,0,0,1,0,0,0,1
618553,2026-04-01,Uttar Pradesh,957.62,1034.42,758.4,99.7,National Highways Authority of India [NHAI],False,1155.0,396.0,73.31644786450377,73.31644786450377,26.38355213549623,1,1,,-100.3,-26.38355213549623,,2.0,-759.0,1155.0,396.0,1,1,1,0,0,0,0,0,0,1
618554,2026-04-01,Uttar Pradesh,879.26,787.58,623.64,91.7,National Highways Authority of India [NHAI],False,1127.0,243.0,79.18433682927449,79.18433682927449,12.515663170725517,1,1,,-108.3,-12.515663170725515,,2.0,-884.0,1127.0,243.0,1,1,1,0,0,0,0,0,0,1
618556,2026-04-01,"Multi-States(Madhya Pradesh,Uttar Pradesh)",665.91,665.91,507.56,95.19,National Highways Authority of India [NHAI],False,761.0,394.0,76.22051027916686,76.22051027916686,18.96948972083314,0,1,,-97.95720812182742,-18.96948972083314,,1.9314720812182744,-367.0,761.0,394.0,1,1,1,0,0,0,0,0,0,1
618557,2026-04-01,Maharashtra,1038.84,918.53,658.44,81.77,National Highways Authority of India [NHAI],False,1005.0,122.0,71.68410394870065,71.68410394870065,10.085896051299343,1,1,,-118.23,-10.085896051299343,,2.0,-883.0,1005.0,122.0,1,1,1,0,0,0,0,0,0,0
618558,2026-04-01,Telangana,955.49,903.17,427.43,35.96,National Highways Authority of India [NHAI],False,1186.0,306.0,47.32553118460533,47.32553118460533,-11.36553118460533,1,1,,-164.04,11.36553118460533,,2.0,-880.0,1186.0,306.0,1,1,1,0,0,1,1,0,0,0
618559,2026-04-01,Telangana,521.53,528.21,256.53,50.5,National Highways Authority of India [NHAI],False,1339.0,243.0,48.56591128528425,48.56591128528425,1.9340887147157488,1,1,,-149.5,-1.9340887147157488,,2.0,-1096.0,1339.0,243.0,1,1,1,0,0,0,0,0,0,0
618560,2026-04-01,Telangana,541.58,527.43,72.23,17.05,National Highways Authority of India [NHAI],False,1127.0,365.0,13.694708302523559,13.694708302523559,3.355291697476442,1,0,,-182.95,-3.355291697476442,,2.0,-762.0,1127.0,365.0,1,1,1,0,0,1,0,0,0,0
618561,2026-04-01,Tamil Nadu,904.99,731.09,165.29,35.62,National Highways Authority of India [NHAI],False,396.0,365.0,22.608707546266533,22.608707546266533,13.011292453733464,1,1,,-72.87315068493152,-13.011292453733464,,1.084931506849315,-31.0,396.0,365.0,1,1,1,0,0,1,0,0,0,0
618562,2026-04-01,Tamil Nadu,579.0,295.5,1.4,100.0,National Highways Authority of India [NHAI],False,7214.0,395.0,0.47377326565143824,0.47377326565143824,99.52622673434855,1,0,,-100.0,-99.52622673434855,,2.0,-6819.0,7214.0,395.0,1,1,1,0,0,0,0,0,0,0
618563,2026-04-01,Tamil Nadu,900.05,900.05,669.19,97.8,National Highways Authority of India [NHAI],False,2222.0,456.0,74.3503138714516,74.3503138714516,23.449686128548393,0,1,,-102.2,-23.449686128548397,,2.0,-1766.0,2222.0,456.0,1,1,1,0,0,0,0,0,0,0
618564,2026-04-01,Gujarat,1553.76,34.34,28.18,57.59,National Highways Authority of India [NHAI],False,852.0,334.0,82.06173558532322,82.06173558532322,-24.471735585323216,1,1,,-142.41,24.471735585323216,,2.0,-518.0,852.0,334.0,1,1,1,0,0,0,1,1,0,1
618565,2026-04-01,Uttar Pradesh,526.45,281.13,259.66,81.85,NHAI,False,943.0,184.0,92.36296375342368,92.36296375342368,-10.51296375342369,1,1,,-118.15,10.51296375342369,,2.0,-759.0,943.0,184.0,1,1,1,0,0,0,1,0,0,0
618566,2026-04-01,Uttar Pradesh,1973.98,1244.44,955.14,68.95,National Highways Authority of India [NHAI],False,821.0,334.0,76.75259554498408,76.75259554498408,-7.802595544984072,1,1,,-131.05,7.802595544984072,,2.0,-487.0,821.0,334.0,1,1,1,0,0,0,0,0,0,1
618567,2026-04-01,Uttar Pradesh,2289.34,1834.25,198.35,26.13,NHAI,False,274.0,334.0,10.81368406705738,10.81368406705738,15.316315932942619,1,1,,-55.905928143712586,-15.31631593294262,,0.8203592814371258,60.0,274.0,334.0,1,1,1,0,0,0,0,0,0,0
618568,2026-04-01,Uttar Pradesh,2541.13,1983.05,265.58,35.14,NHAI,False,396.0,212.0,13.392501449786945,13.392501449786945,21.747498550213056,1,1,,-151.65245283018868,-21.747498550213056,,1.8679245283018868,-184.0,396.0,212.0,1,1,1,0,0,1,0,0,0,0
618569,2026-04-01,Bihar,210.05,358.3,116.29,64.05,National Highways Authority of India [NHAI],False,1370.0,242.0,32.45604242255094,32.45604242255094,31.59395757744906,1,1,,-135.95,-31.59395757744906,,2.0,-1128.0,1370.0,242.0,1,1,1,0,0,0,0,0,0,1
618570,2026-04-01,Bihar,325.57,248.92,225.44,99.78,National Highways Authority of India [NHAI],False,1492.0,151.0,90.56725052225615,90.56725052225615,9.212749477743856,1,1,,-100.22,-9.212749477743856,,2.0,-1341.0,1492.0,151.0,1,1,1,0,0,0,0,0,0,0
618571,2026-04-01,Bihar,227.25,321.23,224.1,80.46,National Highways Authority of India [NHAI],False,852.0,609.0,69.76309809170999,69.76309809170999,10.696901908290002,1,1,,-59.44147783251232,-10.696901908290002,,1.3990147783251232,-243.0,852.0,609.0,1,1,1,0,0,0,0,0,0,1
618572,2026-04-01,West Bengal,309.99,306.02,0.4,1.07,National Highways Authority of India [NHAI],False,151.0,245.0,0.13071041108424286,0.13071041108424286,0.9392895889157572,1,1,,-60.56265306122449,-0.9392895889157572,,0.6163265306122448,94.0,151.0,245.0,1,1,1,0,0,0,0,0,0,0
618574,2026-04-01,West Bengal,1818.46,962.31,426.06,55.2,National Highways Authority of India [NHAI],False,486.0,396.0,44.27471396951086,44.27471396951086,10.92528603048914,1,1,,-67.52727272727273,-10.92528603048914,,1.2272727272727273,-90.0,486.0,396.0,1,1,1,0,0,0,0,0,0,1
618576,2026-04-01,Assam,280.75,255.53,211.79,99.04,National Highways Authority of India [NHAI],False,1217.0,275.0,82.88263608969592,82.88263608969592,16.157363910304085,1,0,,-100.96,-16.157363910304085,,2.0,-942.0,1217.0,275.0,1,1,1,0,0,0,0,0,0,0
618577,2026-04-01,"Multi-States (Delhi,Haryana)",2228.26,2298.37,991.43,100.0,National Highways Authority of India [NHAI],False,2708.0,304.0,43.136222627340246,43.136222627340246,56.863777372659754,1,1,,-100.0,-56.86377737265976,,2.0,-2404.0,2708.0,304.0,1,1,1,0,0,0,0,0,0,1
618578,2026-04-01,Delhi,1467.44,2510.34,1615.84,98.25,National Highways Authority of India [NHAI],False,1551.0,549.0,64.36737653066913,64.36737653066913,33.882623469330866,1,1,,-101.75,-33.882623469330866,,2.0,-1002.0,1551.0,549.0,1,1,1,0,0,0,0,0,0,1
618579,2026-04-01,Andhra Pradesh,2527.0,2957.25,994.53,100.0,National Highways Authority of India [NHAI],False,2647.0,365.0,33.63023078873954,33.63023078873954,66.36976921126046,1,1,,-100.0,-66.36976921126046,,2.0,-2282.0,2647.0,365.0,1,1,1,0,0,0,0,0,0,1
618580,2026-04-01,Haryana,1275.31,1957.44,734.08,97.86,National Highways Authority of India [NHAI],False,2100.0,547.0,37.502043485368645,37.502043485368645,60.357956514631354,1,1,,-102.14,-60.35795651463136,,2.0,-1553.0,2100.0,547.0,1,1,1,0,0,0,0,0,0,1
618581,2026-04-01,"Multi-States(Karnataka, TamilNadu)",1757.27,1828.66,927.75,78.7,National Highways Authority of India [NHAI],False,1278.0,365.0,50.73387070313782,50.73387070313782,27.966129296862185,1,1,,-121.3,-27.966129296862185,,2.0,-913.0,1278.0,365.0,1,1,1,0,0,0,0,0,0,0
618582,2026-04-01,Bihar,1282.97,1282.97,599.36,100.0,National Highways Authority of India [NHAI],False,1551.0,365.0,46.71660288237449,46.71660288237449,53.28339711762551,0,0,,-100.0,-53.28339711762551,,2.0,-1186.0,1551.0,365.0,1,1,1,0,0,0,0,0,0,0
618583,2026-04-01,Bihar,1358.77,1358.77,713.95,100.0,National Highways Authority of India [NHAI],False,1551.0,365.0,52.5438448008125,52.5438448008125,47.4561551991875,0,1,,-100.0,-47.4561551991875,,2.0,-1186.0,1551.0,365.0,1,1,1,0,0,0,0,0,0,0
618584,2026-04-01,"Multi-States(Bihar, WestBengal)",962.84,855.56,60.94,9.21,National Highways Authority of India [NHAI],False,121.0,334.0,7.122820141194072,7.122820141194072,2.0871798588059285,1,1,,-27.017544910179645,-2.0871798588059285,,0.3622754491017964,213.0,121.0,334.0,1,1,0,0,0,0,0,0,0,1
618585,2026-04-01,Maharashtra,856.93,718.84,123.7,31.5,National Highways Authority of India [NHAI],False,547.0,243.0,17.208280006677423,17.208280006677423,14.291719993322577,1,1,,-168.5,-14.291719993322577,,2.0,-304.0,547.0,243.0,1,1,1,0,0,1,0,0,0,0
618586,2026-04-01,Maharashtra,254.78,147.64,99.89,76.0,National Highways Authority of India [NHAI],False,304.0,92.0,67.65781630994312,67.65781630994312,8.342183690056885,1,1,,-124.0,-8.342183690056885,,2.0,-212.0,304.0,92.0,1,1,1,0,0,0,0,0,0,1
618588,2026-04-01,Maharashtra,540.24,468.92,464.26,99.79,National Highways Authority of India [NHAI],False,1612.0,273.0,99.0062270749808,99.0062270749808,0.7837729250192069,1,1,,-100.21,-0.7837729250192069,,2.0,-1339.0,1612.0,273.0,1,1,1,0,0,0,0,0,0,1
618589,2026-04-01,Chhattisgarh,1828.0,1656.73,690.27,69.87,National Highways Authority of India [NHAI],False,1005.0,395.0,41.66460437126146,41.66460437126146,28.205395628738543,1,1,,-130.13,-28.205395628738543,,2.0,-610.0,1005.0,395.0,1,1,1,0,0,0,0,0,0,1
618590,2026-04-01,Chhattisgarh,1958.9,1561.97,583.62,68.7,National Highways Authority of India [NHAI],False,1035.0,365.0,37.36435398887303,37.36435398887303,31.335646011126975,1,1,,-131.3,-31.335646011126972,,2.0,-670.0,1035.0,365.0,1,1,1,0,0,0,0,0,0,1
618591,2026-04-01,Odisha,374.17,211.74,97.05,50.0,National Highways Authority of India [NHAI],False,669.0,92.0,45.834514026636434,45.834514026636434,4.165485973363566,1,1,,-150.0,-4.165485973363566,,2.0,-577.0,669.0,92.0,1,1,1,0,0,0,0,0,0,1
618592,2026-04-01,Odisha,320.64,244.85,33.71,18.0,National Highways Authority of India [NHAI],False,516.0,427.0,13.76761282417807,13.76761282417807,4.2323871758219305,1,1,,-102.8430913348946,-4.2323871758219305,,1.208430913348946,-89.0,516.0,427.0,1,1,1,0,0,1,0,0,0,1
618593,2026-04-01,Odisha,263.32,163.07,8.76,8.8,National Highways Authority of India [NHAI],False,335.0,61.0,5.371926166676888,5.371926166676888,3.428073833323113,1,1,,-191.2,-3.428073833323113,,2.0,-274.0,335.0,61.0,1,1,1,0,0,1,0,0,0,0
618594,2026-04-01,Maharashtra,329.82,196.87,185.0,96.89,National Highways Authority of India [NHAI],False,1127.0,90.0,93.97064052420379,93.97064052420379,2.919359475796213,1,1,,-103.11,-2.919359475796213,,2.0,-1037.0,1127.0,90.0,1,1,1,0,0,0,0,0,0,1
618595,2026-04-01,Kerala,1746.45,2538.06,943.25,90.18,National Highways Authority of India [NHAI],False,1643.0,487.0,37.164212035964475,37.164212035964475,53.01578796403553,1,1,,-109.82,-53.01578796403553,,2.0,-1156.0,1643.0,487.0,1,1,1,0,0,0,0,0,0,0
618596,2026-04-01,Kerala,2714.6,3557.65,1040.02,82.87,National Highways Authority of India [NHAI],False,1612.0,457.0,29.233342234340082,29.233342234340082,53.63665776565992,1,1,,-117.13,-53.63665776565992,,2.0,-1155.0,1612.0,457.0,1,1,1,0,0,0,0,0,0,0
618597,2026-04-01,Kerala,3205.77,3898.46,776.8,60.07,National Highways Authority of India [NHAI],False,1643.0,365.0,19.925816861016912,19.925816861016912,40.14418313898309,1,1,,-139.93,-40.14418313898309,,2.0,-1278.0,1643.0,365.0,1,1,1,0,0,0,0,0,0,0
618598,2026-04-01,Kerala,210.0,216.94,77.9,100.0,National Highways Authority of India [NHAI],False,1947.0,275.0,35.90854614179036,35.90854614179036,64.09145385820963,1,1,,-100.0,-64.09145385820963,,2.0,-1672.0,1947.0,275.0,1,1,1,0,0,0,0,0,0,1
618599,2026-04-01,Kerala,4924.11,4919.46,1815.81,99.75,National Highways Authority of India [NHAI],False,1551.0,365.0,36.91075849788391,36.91075849788391,62.83924150211609,1,1,,-100.25,-62.83924150211609,,2.0,-1186.0,1551.0,365.0,1,1,1,0,0,0,0,0,0,0
618600,2026-04-01,Kerala,4023.94,4023.94,1497.69,98.84,National Highways Authority of India [NHAI],False,1551.0,334.0,37.21949134430434,37.21949134430434,61.620508655695666,0,1,,-101.16,-61.62050865569567,,2.0,-1217.0,1551.0,334.0,1,1,1,0,0,0,0,0,0,1
618601,2026-04-01,Kerala,4225.59,4225.59,708.02,88.2,National Highways Authority of India [NHAI],False,1308.0,457.0,16.7555299969945,16.7555299969945,71.4444700030055,0,1,,-111.8,-71.4444700030055,,2.0,-851.0,1308.0,457.0,1,1,1,0,0,0,0,0,0,1
618602,2026-04-01,Kerala,4302.06,4302.06,772.89,84.18,National Highways Authority of India [NHAI],False,1308.0,457.0,17.9655792806237,17.9655792806237,66.2144207193763,0,1,,-115.82,-66.2144207193763,,2.0,-851.0,1308.0,457.0,1,1,1,0,0,0,0,0,0,1
618603,2026-04-01,Kerala,3465.82,3606.2,768.14,64.93,National Highways Authority of India [NHAI],False,1278.0,334.0,21.300537962398092,21.300537962398092,43.62946203760191,1,1,,-135.07,-43.62946203760191,,2.0,-944.0,1278.0,334.0,1,1,1,0,0,0,0,0,0,1
618604,2026-04-01,Kerala,2429.52,2382.83,1760.92,83.93,National Highways Authority of India [NHAI],False,1155.0,184.0,73.90036217438927,73.90036217438927,10.029637825610735,1,1,,-116.07,-10.029637825610736,,2.0,-971.0,1155.0,184.0,1,1,1,0,0,0,0,0,0,0
618605,2026-04-01,Kerala,2878.97,2638.67,2120.87,78.28,National Highways Authority of India [NHAI],False,1492.0,181.0,80.37647754361097,80.37647754361097,-2.0964775436109733,1,1,,-121.72,2.0964775436109733,,2.0,-1311.0,1492.0,181.0,1,1,1,0,0,0,0,0,0,1
618606,2026-04-01,Kerala,3273.61,3200.24,1226.55,71.2,National Highways Authority of India [NHAI],False,1339.0,243.0,38.326812989025825,38.326812989025825,32.87318701097418,1,1,,-128.8,-32.87318701097418,,2.0,-1096.0,1339.0,243.0,1,1,1,0,0,0,0,0,0,1
618607,2026-04-01,Kerala,2842.14,3680.49,895.86,73.89,National Highways Authority of India [NHAI],False,1461.0,304.0,24.34078071126399,24.34078071126399,49.54921928873601,1,1,,-126.11,-49.54921928873601,,2.0,-1157.0,1461.0,304.0,1,1,1,0,0,0,0,0,0,0
618608,2026-04-01,Tamil Nadu,1564.23,1263.42,907.2,76.1,National Highways Authority of India [NHAI],False,974.0,273.0,71.80510044165835,71.80510044165835,4.2948995583416405,1,1,,-123.9,-4.2948995583416405,,2.0,-701.0,974.0,273.0,1,1,1,0,0,0,0,0,0,1
618609,2026-04-01,Goa,463.08,316.28,127.09,43.75,National Highways Authority of India [NHAI],False,608.0,213.0,40.18274946250159,40.18274946250159,3.56725053749841,1,1,,-156.25,-3.56725053749841,,2.0,-395.0,608.0,213.0,1,1,1,0,0,1,0,0,0,0
618610,2026-04-01,Punjab,789.26,1318.91,518.65,99.0,National Highways Authority of India [NHAI],False,974.0,1187.0,39.32413887225057,39.32413887225057,59.67586112774943,1,1,,16.944397641112047,-59.67586112774943,,0.8205560235888796,213.0,974.0,1187.0,0,0,0,0,0,0,0,0,0,1
618611,2026-04-01,Rajasthan,520.63,548.42,426.0,100.0,National Highways Authority of India [NHAI],False,1765.0,851.0,77.6776922796397,77.6776922796397,22.3223077203603,1,1,,-100.0,-22.3223077203603,,2.0,-914.0,1765.0,851.0,1,1,1,0,0,0,0,0,0,1
618612,2026-04-01,Rajasthan,846.59,740.62,676.17,100.0,National Highways Authority of India [NHAI],False,1704.0,670.0,91.29783154654208,91.29783154654208,8.702168453457915,1,1,,-100.0,-8.702168453457915,,2.0,-1034.0,1704.0,670.0,1,1,1,0,0,0,0,0,0,1
618613,2026-04-01,Rajasthan,662.08,597.77,508.83,99.2,National Highways Authority of India [NHAI],False,1735.0,639.0,85.121367750138,85.121367750138,14.078632249861997,1,1,,-100.8,-14.078632249861997,,2.0,-1096.0,1735.0,639.0,1,1,1,0,0,0,0,0,0,1
618614,2026-04-01,Gujarat,752.3,765.25,569.43,99.0,National Highways Authority of India [NHAI],False,1704.0,547.0,74.41097680496569,74.41097680496569,24.589023195034315,1,1,,-101.0,-24.589023195034315,,2.0,-1157.0,1704.0,547.0,1,1,1,0,0,0,0,0,0,1
618615,2026-04-01,Gujarat,778.15,835.55,663.38,99.7,National Highways Authority of India [NHAI],False,1857.0,394.0,79.39441086709354,79.39441086709354,20.305589132906462,1,1,,-100.3,-20.305589132906466,,2.0,-1463.0,1857.0,394.0,1,1,1,0,0,0,0,0,0,1
