ProjectCode,ReportMonth,State,OriginalCost,RevisedCost,Expenditure,Physical Progress,Agency,DateInconsistency,ProjectAgeDays,ApprovalToStartDays,CurrentExpenditureRatio,RobustCurrentExpenditurePct,RobustCurrentGap,HasRevisedCost,HasRevisedDoc,ProgressVelocity,ProgressScheduleGap,ExpenditureProgressGap,CostGrowth,ScheduleElapsedRatio,RemainingPlannedDays,ElapsedDays,PlannedDurationDays,ProgressBehindSchedule10,ProgressBehindSchedule20,ProgressBehindSchedule30,NegativeProgressVelocity,NoProgress,LateStageLowProgress,ExpenditureAhead10,ExpenditureAhead20,ExpenditureAhead30,OverallRiskEvent
709848,2026-04-01,Offshore,2329.45,2354.23,1613.16,92.7,Ministry of Petroleum & Natural Gas,False,1400.0,0.0,68.5217672020151,68.5217672020151,24.178232797984904,1,1,,,-24.178232797984904,,,-1400.0,1400.0,0.0,0,0,0,0,0,0,0,0,0,1
709849,2026-04-01,Offshore,2379.84,3165.53,2654.5,97.6,Ministry of Petroleum & Natural Gas,False,669.0,0.0,83.85641582926081,83.85641582926081,13.743584170739183,1,1,,,-13.743584170739185,,,-669.0,669.0,0.0,0,0,0,0,0,0,0,0,0,1
709850,2026-04-01,Assam,198.7,198.7,96.22,55.7,Ministry of Petroleum & Natural Gas,False,943.0,0.0,48.42476094614997,48.42476094614997,7.275239053850029,0,1,,,-7.275239053850029,,,-943.0,943.0,0.0,0,0,0,0,0,0,0,0,0,0
709851,2026-04-01,Offshore,6183.79,6183.79,1555.0,40.4,Ministry of Petroleum & Natural Gas,False,1066.0,0.0,25.146390805638614,25.146390805638614,15.253609194361385,0,1,,,-15.253609194361385,,,-1066.0,1066.0,0.0,0,0,0,0,0,0,0,0,0,0
709856,2026-04-01,PAN India,645.13,645.13,377.59,92.1,BSNL,False,1066.0,0.0,58.52928867050051,58.52928867050051,33.57071132949948,0,1,,,-33.57071132949948,,,-1066.0,1066.0,0.0,0,0,0,0,0,0,0,0,0,0
709859,2026-04-01,Delhi,248.2,248.2,237.39,98.0,National Communication Academy - Finance [Erstwhile NICF],False,2922.0,1278.0,95.64464141821112,95.64464141821112,2.3553585817888774,0,1,,-102.0,-2.3553585817888774,,2.0,-1644.0,2922.0,1278.0,1,1,1,0,0,0,0,0,0,0
709864,2026-04-01,Assam,370.0,370.0,281.31,76.3,NRL,False,1704.0,0.0,76.02972972972974,76.02972972972974,0.2702702702702595,0,1,,,-0.2702702702702595,,,-1704.0,1704.0,0.0,0,0,0,0,0,0,0,0,0,1
709865,2026-04-01,Assam,293.5,293.5,81.84,99.0,NRL,False,1096.0,0.0,27.884156729131178,27.884156729131178,71.11584327086882,0,1,,,-71.11584327086882,,,-1096.0,1096.0,0.0,0,0,0,0,0,0,0,0,0,1
900808,2026-04-01,"Multi-States(Andhra Pradesh,Telangana)",3546.94,3546.94,3532.75,99.69,Power Grid Corporation of India Limited [POWERGRID],False,1127.0,120.0,99.59993684697231,99.59993684697231,0.09006315302768542,0,1,,-100.31,-0.0900631530276854,,2.0,-1007.0,1127.0,120.0,1,1,1,0,0,0,0,0,0,0
900874,2026-04-01,Bihar,588.18,588.18,2.38,0.1,East Central Railway [ECR] - I,False,1127.0,0.0,0.40463803597538167,0.40463803597538167,-0.30463803597538164,0,1,,,0.3046380359753816,,,-1127.0,1127.0,0.0,0,0,0,0,0,0,0,0,0,0
400006,2026-05-01,Odisha,808.99,808.99,743.46,40.0,South Eastern Railway [SER] - I,False,1673.0,0.0,91.89977626423071,91.89977626423071,-51.89977626423071,0,1,2.0,,51.89977626423071,0.0,,-1673.0,1673.0,0.0,0,0,0,0,0,0,1,1,1,0
400010,2026-05-01,Ladakh,480.0,640.0,506.13,79.2,Airport Authority of India [AAI],False,2799.0,62.0,79.0828125,79.0828125,0.1171875,1,1,0.2999999999999971,-120.8,-0.1171875,0.0,2.0,-2737.0,2799.0,62.0,1,1,1,0,0,0,0,0,0,0
400012,2026-05-01,"Multi-States(Gujarat, MadhyaPradesh, UttarPradesh)",10088.0,10088.0,8585.71,95.4,Ministry of Petroleum & Natural Gas,False,2708.0,0.0,85.10814829500396,85.10814829500396,10.291851704996049,0,1,0.2000000000000028,,-10.291851704996049,0.0,,-2708.0,2708.0,0.0,0,0,0,0,0,0,0,0,0,0
400013,2026-05-01,PAN India,26316.0,15392.8,9791.8,85.0,Department of Telecommunications [DoT],False,1400.0,0.0,63.6128579595655,63.6128579595655,21.387142040434497,1,1,,,-21.387142040434497,,,-1400.0,1400.0,0.0,0,0,0,0,0,0,0,0,0,0
400018,2026-05-01,Jharkhand,859.41,859.41,455.25,63.22,ECL - CIL,False,1369.0,0.0,52.972388033650994,52.972388033650994,10.247611966349005,0,0,0.0,,-10.247611966349004,0.0,,-1369.0,1369.0,0.0,0,0,0,0,1,0,0,0,0,0
400019,2026-05-01,Maharashtra,492.76,1170.83,542.26,25.0,Central Railway,False,1126.0,1551.0,46.314153207553616,46.314153207553616,-21.314153207553616,1,1,0.0,-47.59832366215345,21.314153207553616,0.0,0.7259832366215345,425.0,1126.0,1551.0,1,1,1,0,1,0,1,1,0,0
400022,2026-05-01,"Multi-States(Gujarat,Rajasthan)",2798.0,2798.0,2569.32,37.0,North Western Railway [NWR],False,1400.0,0.0,91.82701929949964,91.82701929949964,-54.82701929949964,0,1,0.0,,54.82701929949964,0.0,,-1400.0,1400.0,0.0,0,0,0,0,1,0,1,1,1,0
400023,2026-05-01,Karnataka,749.0,749.0,0.94,0.0,South Western Railway [SWR] - II,False,151.0,2467.0,0.1255006675567423,0.1255006675567423,-0.1255006675567423,0,1,-0.3,-6.120794487231455,0.1255006675567423,0.0,0.0612079448723145,2316.0,151.0,2467.0,0,0,0,1,0,0,0,0,0,0
400033,2026-05-01,Maharashtra,580.61,580.61,112.17,33.91,Western Coalfields Limited [WCL],False,1461.0,820.0,19.31933655982501,19.31933655982501,14.590663440174986,0,0,0.0,-144.2607317073171,-14.590663440174986,0.0,1.7817073170731708,-641.0,1461.0,820.0,1,1,1,0,1,1,0,0,0,0
400043,2026-05-01,Tamil Nadu,829.0,829.0,378.18,78.0,Ministry of Petroleum & Natural Gas,False,1581.0,0.0,45.618817852834745,45.618817852834745,32.381182147165255,0,1,1.7999999999999972,,-32.381182147165255,0.0,,-1581.0,1581.0,0.0,0,0,0,0,0,0,0,0,0,0
400045,2026-05-01,Odisha,168.32,168.32,69.85,82.0,East Coast Railway [ECoR] - II,True,1400.0,-31.0,41.49833650190114,41.49833650190114,40.50166349809886,0,1,0.0,,-40.50166349809886,0.0,,-1431.0,1400.0,-31.0,0,0,0,0,1,0,0,0,0,0
400047,2026-05-01,Odisha,210.0,210.0,40.56,52.0,East Coast Railway [ECoR] - II,False,1430.0,-61.0,19.314285714285713,19.314285714285713,32.68571428571428,0,1,0.0,,-32.68571428571428,0.0,,-1491.0,1430.0,-61.0,0,0,0,0,1,0,0,0,0,0
400048,2026-05-01,Odisha,186.21,186.21,103.1,88.0,East Coast Railway [ECoR] - II,False,1430.0,-92.0,55.36759572525642,55.36759572525642,32.63240427474358,0,1,0.0,,-32.63240427474358,0.0,,-1522.0,1430.0,-92.0,0,0,0,0,1,0,0,0,0,1
400062,2026-05-01,West Bengal,17673.0,17673.0,2043.87,10.0,Damodar Valley Corporation,False,454.0,762.0,11.564929553556272,11.564929553556272,-1.5649295535562722,0,0,0.5999999999999996,-49.58005249343832,1.5649295535562722,0.0,0.5958005249343832,308.0,454.0,762.0,1,1,1,0,0,0,0,0,0,0
400073,2026-05-01,Jharkhand,674.65,674.65,433.64,46.25,Ministry of Coal,False,1581.0,0.0,64.27629141036093,64.27629141036093,-18.026291410360926,0,0,-7.219999999999999,,18.02629141036093,-15.59911927340056,,-1581.0,1581.0,0.0,0,0,0,1,0,0,1,0,0,0
400074,2026-05-01,Jharkhand,849.31,849.31,289.45,22.38,Ministry of Coal,False,1581.0,0.0,34.080606610071705,34.080606610071705,-11.700606610071706,0,0,-1.1900000000000013,,11.700606610071706,-6.512047728598641,,-1581.0,1581.0,0.0,0,0,0,1,0,0,1,0,0,0
400078,2026-05-01,"Multi-States(Gujarat, Haryana,Rajasthan)",9028.0,9028.0,7456.3,92.7,Ministry of Petroleum & Natural Gas,False,1612.0,0.0,82.59082853345149,82.59082853345149,10.109171466548517,0,1,1.2999999999999972,,-10.109171466548515,0.0,,-1612.0,1612.0,0.0,0,0,0,0,0,0,0,0,0,0
400087,2026-05-01,Gujarat,885.63,1347.61,1022.45,89.2,Oil and Natural Gas Corporation Limited [ONGC],False,1734.0,0.0,75.87135744020898,75.87135744020898,13.328642559791021,1,1,1.7000000000000028,,-13.32864255979102,0.0,,-1734.0,1734.0,0.0,0,0,0,0,0,0,0,0,0,0
400100,2026-05-01,Andhra Pradesh,353.05,1023.24,872.65,95.88,Water Resources-AP,False,7425.0,275.0,85.28302255580313,85.28302255580313,10.596977444196867,1,1,0.0,-104.12,-10.596977444196868,0.0,2.0,-7150.0,7425.0,275.0,1,1,1,0,1,0,0,0,0,0
400101,2026-05-01,Andhra Pradesh,397.41,697.39,624.78,98.3,Water Resources-AP,False,7700.0,0.0,89.58832217267239,89.58832217267239,8.711677827327605,1,1,0.0,,-8.711677827327605,0.0,,-7700.0,7700.0,0.0,0,0,0,0,1,0,0,0,0,0
400102,2026-05-01,Telangana,736.13,949.87,971.47,97.0,Irrigation and CAD-TG,False,7700.0,3287.0,102.27399538884268,100.0,-3.0,1,1,0.0,-103.0,5.273995388842678,0.0,2.0,-4413.0,7700.0,3287.0,1,1,1,0,1,0,0,0,0,0
400103,2026-05-01,Telangana,1331.3,5940.09,4491.08,92.0,Irrigation and CAD-TG,False,7425.0,3562.0,75.60626185798532,75.60626185798532,16.393738142014683,1,1,0.0,-108.0,-16.393738142014683,0.0,2.0,-3863.0,7425.0,3562.0,1,1,1,0,1,0,0,0,0,0
400111,2026-05-01,Chhattisgarh,459.97,727.04,618.85,72.0,Water Resources-CT,False,6604.0,0.0,85.11911311619718,85.11911311619718,-13.119113116197184,1,1,0.0,,13.119113116197184,0.0,,-6604.0,6604.0,0.0,0,0,0,0,1,0,1,0,0,0
400115,2026-05-01,Madhya Pradesh,751.03,893.35,814.02,75.0,Water Resources-MP,False,6329.0,275.0,91.11994179213075,91.11994179213075,-16.119941792130746,1,1,0.0,-125.0,16.119941792130746,0.0,2.0,-6054.0,6329.0,275.0,1,1,1,0,1,0,1,0,0,0
400116,2026-05-01,Madhya Pradesh,1229.15,1399.7,2203.81,81.52,Water Resources-MP,False,6970.0,0.0,157.44873901550332,100.0,-18.480000000000004,1,1,0.0999999999999943,,75.92873901550333,0.0,,-6970.0,6970.0,0.0,0,0,0,0,0,0,1,1,1,0
400119,2026-05-01,Offshore,3190.69,3375.9,3123.2,90.0,Oil and Natural Gas Corporation Limited [ONGC],False,3804.0,0.0,92.51458870227198,92.51458870227198,-2.514588702271979,1,1,0.0,,2.514588702271979,0.0,,-3804.0,3804.0,0.0,0,0,0,0,1,0,0,0,0,0
400120,2026-05-01,Andhra Pradesh,34012.0,34012.0,33006.7,96.6,Oil and Natural Gas Corporation Limited [ONGC],False,3713.0,0.0,97.04427848994472,97.04427848994472,-0.44427848994472185,0,1,0.0999999999999943,,0.4442784899447218,0.0,,-3713.0,3713.0,0.0,0,0,0,0,0,0,0,0,0,0
400121,2026-05-01,Karnataka,1043.63,1043.63,628.29,65.0,National Mineral Development Corporation Limited [NMDC],False,699.0,3500.0,60.202370571945984,60.202370571945984,4.797629428054016,0,0,1.8999999999999984,45.02857142857143,-4.797629428054016,0.0,0.1997142857142857,2801.0,699.0,3500.0,0,0,0,0,0,0,0,0,0,0
400136,2026-05-01,Jharkhand,2660.0,2660.0,17.03,16.77,Ministry of Coal,False,791.0,0.0,0.6402255639097745,0.6402255639097745,16.129774436090226,0,0,0.0,,-16.129774436090226,0.0,,-791.0,791.0,0.0,0,0,0,0,1,0,0,0,0,0
400138,2026-05-01,Jharkhand,973.5,973.5,440.75,25.03,Ministry of Coal,False,2099.0,0.0,45.27478171545968,45.27478171545968,-20.24478171545968,0,0,0.1700000000000017,,20.24478171545968,0.0,,-2099.0,2099.0,0.0,0,0,0,0,0,0,1,1,0,1
400139,2026-05-01,Jharkhand,861.06,625.4,456.48,45.52,Ministry of Coal,False,2099.0,0.0,72.99008634473937,72.99008634473937,-27.470086344739364,1,0,-2.43,,27.470086344739364,0.0,,-2099.0,2099.0,0.0,0,0,0,1,0,0,1,1,0,0
400141,2026-05-01,Odisha,4103.0,5677.4,4920.25,94.7,National Aluminium Company Limited [NALCO],False,3317.0,0.0,86.66378976291965,86.66378976291965,8.036210237080354,1,1,0.5,,-8.036210237080354,0.0,,-3317.0,3317.0,0.0,0,0,0,0,0,0,0,0,0,0
400142,2026-05-01,Jharkhand,2242.9,2242.9,1388.09,87.0,NLC India Limited [NLCIL],False,2373.0,1340.0,61.88818048062775,61.88818048062775,25.111819519372247,0,0,0.0,-90.089552238806,-25.111819519372247,0.0,1.7708955223880598,-1033.0,2373.0,1340.0,1,1,1,0,1,0,0,0,0,1
400144,2026-05-01,Chhattisgarh,2310.12,2310.12,115.62,11.81,South Eastern Coalfields Limited [SECL],False,1977.0,0.0,5.004934808581373,5.004934808581373,6.8050651914186275,0,0,0.0,,-6.805065191418628,0.0,,-1977.0,1977.0,0.0,0,0,0,0,1,0,0,0,0,0
400148,2026-05-01,Madhya Pradesh,869.44,869.44,325.4,75.15,Ministry of Coal,False,3713.0,0.0,37.4263894000736,37.4263894000736,37.7236105999264,0,1,0.0,,-37.7236105999264,0.0,,-3713.0,3713.0,0.0,0,0,0,0,1,0,0,0,0,0
400149,2026-05-01,Chhattisgarh,2309.8,2309.8,999.09,55.95,South Eastern Coalfields Limited [SECL],False,2099.0,0.0,43.25439431985453,43.25439431985453,12.69560568014547,0,0,0.0,,-12.69560568014547,0.0,,-2099.0,2099.0,0.0,0,0,0,0,1,0,0,0,0,0
400150,2026-05-01,Jharkhand,7254.37,7254.37,1692.65,39.3,Ministry of Coal,False,2099.0,0.0,23.332832485798217,23.332832485798217,15.96716751420178,0,0,-0.9100000000000036,,-15.96716751420178,0.0,,-2099.0,2099.0,0.0,0,0,0,1,0,0,0,0,0,1
400151,2026-05-01,Jharkhand,778.8,778.8,606.01,68.75,Ministry of Coal,False,1765.0,0.0,77.81330251669235,77.81330251669235,-9.063302516692346,0,0,-2.6299999999999955,,9.063302516692346,0.0,,-1765.0,1765.0,0.0,0,0,0,1,0,0,0,0,0,1
400153,2026-05-01,Jharkhand,1020.42,1020.42,85.34,22.54,Ministry of Coal,False,1946.0,0.0,8.363222986613355,8.363222986613355,14.176777013386644,0,0,-0.3000000000000007,,-14.176777013386644,0.0,,-1946.0,1946.0,0.0,0,0,0,1,0,0,0,0,0,0
400154,2026-05-01,Jharkhand,713.35,713.35,236.58,10.19,Ministry of Coal,False,2007.0,0.0,33.16464568584846,33.16464568584846,-22.974645685848465,0,0,0.0,,22.974645685848465,0.0,,-2007.0,2007.0,0.0,0,0,0,0,1,0,1,1,0,1
400155,2026-05-01,Jharkhand,2821.07,2821.07,186.02,27.51,Ministry of Coal,False,1826.0,0.0,6.593951940221264,6.593951940221264,20.91604805977874,0,0,-1.34,,-20.91604805977874,-2.663993817022511,,-1826.0,1826.0,0.0,0,0,0,1,0,0,0,0,0,0
400156,2026-05-01,Jharkhand,5136.15,5136.15,1326.08,43.58,Ministry of Coal,False,2281.0,0.0,25.818560594998203,25.818560594998203,17.761439405001795,0,0,-0.8700000000000045,,-17.761439405001795,0.0,,-2281.0,2281.0,0.0,0,0,0,1,0,0,0,0,0,1
400160,2026-05-01,Jharkhand,510.85,510.85,488.71,76.99,Ministry of Coal,False,5995.0,0.0,95.66604678477047,95.66604678477047,-18.676046784770477,0,1,-1.2600000000000051,,18.67604678477048,0.0,,-5995.0,5995.0,0.0,0,0,0,1,0,0,1,0,0,1
400162,2026-05-01,Madhya Pradesh,998.71,998.71,520.97,50.39,Northern Coalfields Limited [NCL],False,2496.0,0.0,52.16429193659822,52.16429193659822,-1.7742919365982175,0,1,0.3900000000000005,,1.7742919365982175,0.0,,-2496.0,2496.0,0.0,0,0,0,0,0,0,0,0,0,1
400165,2026-05-01,Odisha,1693.81,1693.81,1330.06,45.73,Mahanadi Coalfields Limited [MCL],False,1826.0,0.0,78.52474598685802,78.52474598685802,-32.794745986858025,0,0,0.1599999999999966,,32.794745986858025,0.0,,-1826.0,1826.0,0.0,0,0,0,0,0,0,1,1,1,0
400166,2026-05-01,Odisha,5194.95,5194.95,3491.21,60.27,Mahanadi Coalfields Limited [MCL],False,1915.0,0.0,67.20391919075256,67.20391919075256,-6.933919190752555,0,0,0.7700000000000031,,6.933919190752555,0.0,,-1915.0,1915.0,0.0,0,0,0,0,0,0,0,0,0,0
400167,2026-05-01,Gujarat,1162.56,1162.56,1113.19,95.9,Oil and Natural Gas Corporation Limited [ONGC],False,3376.0,0.0,95.7533374621525,95.7533374621525,0.14666253784750438,0,1,0.0,,-0.1466625378475043,0.0,,-3376.0,3376.0,0.0,0,0,0,0,1,0,0,0,0,0
400168,2026-05-01,Maharashtra,8797.0,11256.0,8113.66,91.1,Ministry of Petroleum & Natural Gas,False,1856.0,0.0,72.08297796730633,72.08297796730633,19.01702203269366,1,1,0.3999999999999915,,-19.01702203269366,0.0,,-1856.0,1856.0,0.0,0,0,0,0,0,0,0,0,0,1
400169,2026-05-01,Gujarat,631.03,845.42,617.71,91.0,Oil and Natural Gas Corporation Limited [ONGC],False,1856.0,0.0,73.06545858863052,73.06545858863052,17.93454141136948,1,1,1.0,,-17.93454141136948,0.0,,-1856.0,1856.0,0.0,0,0,0,0,0,0,0,0,0,0
400171,2026-05-01,Punjab,1421.46,1421.46,1266.71,95.8,Hindustan Petroleum Corporation Limited [HPCL],False,2191.0,0.0,89.11330603745445,89.11330603745445,6.686693962545547,0,1,0.0,,-6.686693962545547,0.0,,-2191.0,2191.0,0.0,0,0,0,0,1,0,0,0,0,1
400172,2026-05-01,Jharkhand,513.99,513.99,240.12,53.03,Eastern Coal Fields Limited [ECL],False,2830.0,0.0,46.716862195762566,46.716862195762566,6.313137804237435,0,1,0.0,,-6.313137804237435,0.0,,-2830.0,2830.0,0.0,0,0,0,0,1,0,0,0,0,1
400173,2026-05-01,West Bengal,888.99,888.99,142.98,31.52,Eastern Coal Fields Limited [ECL],False,2007.0,0.0,16.08342051091688,16.08342051091688,15.436579489083119,0,1,0.0,,-15.43657948908312,0.0,,-2007.0,2007.0,0.0,0,0,0,0,1,0,0,0,0,0
400174,2026-05-01,Jharkhand,1034.01,1752.3,1006.59,64.0,Steel Authority of India Limited [SAIL],False,3865.0,214.0,57.44393083376135,57.44393083376135,6.55606916623865,1,1,4.219999999999999,-136.0,-6.55606916623865,0.0,2.0,-3651.0,3865.0,214.0,1,1,1,0,0,0,0,0,0,0
400177,2026-05-01,Maharashtra,727.28,727.28,563.23,80.77,Western Coalfields Limited [WCL],False,3926.0,0.0,77.44335056649435,77.44335056649435,3.3266494335056507,0,1,0.0,,-3.3266494335056507,0.0,,-3926.0,3926.0,0.0,0,0,0,0,1,0,0,0,0,1
400178,2026-05-01,Maharashtra,822.88,822.88,649.83,40.63,Western Coalfields Limited [WCL],False,2281.0,0.0,78.9702022166051,78.9702022166051,-38.3402022166051,0,0,0.0900000000000034,,38.3402022166051,0.0,,-2281.0,2281.0,0.0,0,0,0,0,0,0,1,1,1,1
400180,2026-05-01,West Bengal,570.11,570.11,88.78,17.1,Eastern Coal Fields Limited [ECL],False,1734.0,0.0,15.572433390047536,15.572433390047536,1.5275666099524656,0,1,0.0,,-1.5275666099524656,0.0,,-1734.0,1734.0,0.0,0,0,0,0,1,0,0,0,0,0
400181,2026-05-01,West Bengal,502.68,502.67,83.94,27.52,Eastern Coal Fields Limited [ECL],False,2830.0,0.0,16.69882825710705,16.69882825710705,10.82117174289295,1,0,0.0,,-10.82117174289295,0.0,,-2830.0,2830.0,0.0,0,0,0,0,1,0,0,0,0,0
400183,2026-05-01,Odisha,3504.21,3504.21,958.0,58.0,Mahanadi Coalfields Limited [MCL],False,2099.0,0.0,27.338544208252358,27.338544208252358,30.661455791747642,0,0,0.8500000000000014,,-30.66145579174764,0.0,,-2099.0,2099.0,0.0,0,0,0,0,0,0,0,0,0,0
400185,2026-05-01,Odisha,8416.19,6107.87,1774.72,35.03,MCL - CIL,False,1491.0,0.0,29.056283123249187,29.056283123249187,5.973716876750814,1,0,0.490000000000002,,-5.973716876750814,0.0,,-1491.0,1491.0,0.0,0,0,0,0,0,0,0,0,0,0
400186,2026-05-01,West Bengal,749.08,749.07,53.97,11.91,Eastern Coal Fields Limited [ECL],False,1216.0,0.0,7.204934118306699,7.204934118306699,4.705065881693301,1,0,0.0099999999999997,,-4.705065881693301,0.0,,-1216.0,1216.0,0.0,0,0,0,0,0,0,0,0,0,0
400187,2026-05-01,Odisha,2434.75,2434.75,2004.49,82.16,Mahanadi Coalfields Limited [MCL],False,2922.0,0.0,82.32837046924736,82.32837046924736,-0.16837046924736399,0,0,3.1099999999999994,,0.1683704692473639,0.0,,-2922.0,2922.0,0.0,0,0,0,0,0,0,0,0,0,0
400188,2026-05-01,Delhi,32850.0,32841.0,14370.45,46.7,National Buildings Construction Corporation [NBCC],False,2922.0,669.0,43.7576504978533,43.7576504978533,2.9423495021467048,1,1,-0.0999999999999943,-153.3,-2.9423495021467048,0.0,2.0,-2253.0,2922.0,669.0,1,1,1,1,0,1,0,0,0,0
400204,2026-05-01,Uttar Pradesh,4939.78,4939.78,1065.82,13.0,North Eastern Railway [NER],False,3348.0,-579.0,21.57626452999931,21.57626452999931,-8.57626452999931,0,1,4.1,,8.57626452999931,0.0,,-3927.0,3348.0,-579.0,0,0,0,0,0,0,0,0,0,0
400205,2026-05-01,Uttar Pradesh,1319.75,1319.75,522.12,4.1,North Eastern Railway [NER],False,3348.0,-883.0,39.56203826482289,39.56203826482289,-35.46203826482289,0,1,0.0999999999999996,,35.46203826482289,0.0,,-4231.0,3348.0,-883.0,0,0,0,0,0,0,1,1,1,1
400220,2026-05-01,Chhattisgarh,3055.0,3798.06,2730.19,95.15,Indian Railway Construction International Limited [IRCON],False,4503.0,-790.0,71.88380383669558,71.88380383669558,23.26619616330443,1,1,0.0500000000000113,,-23.26619616330443,0.0,,-5293.0,4503.0,-790.0,0,0,0,0,0,0,0,0,0,1
400223,2026-05-01,"Multi-States(Puducherry, TamilNadu)",713.0,981.0,636.83,80.0,Ministry of Railways,False,2677.0,3836.0,64.91641182466871,64.91641182466871,15.083588175331286,1,1,0.0,10.213764337851927,-15.083588175331286,0.0,0.6978623566214807,1159.0,2677.0,3836.0,0,0,0,0,1,0,0,0,0,0
400231,2026-05-01,Odisha,27212.96,27213.0,3455.88,2.1,NLC India Limited [NLCIL],False,851.0,2556.0,12.699371623856246,12.699371623856246,-10.599371623856246,1,0,0.0,-31.1942097026604,10.599371623856246,0.0,0.332942097026604,1705.0,851.0,2556.0,1,1,1,0,1,0,1,0,0,0
400232,2026-05-01,Odisha,297.0,297.0,235.1,55.0,East Coast Railway [ECoR] - II,False,4503.0,0.0,79.15824915824916,79.15824915824916,-24.158249158249163,0,1,-1.0,,24.158249158249163,0.0,,-4503.0,4503.0,0.0,0,0,0,1,0,0,1,1,0,0
400247,2026-05-01,West Bengal,1000.0,1000.0,1066.85,76.0,Eastern Railway [ER] - I,False,7486.0,-3529.0,106.68499999999999,100.0,-24.0,0,1,1.5,,30.684999999999988,0.0,,-11015.0,7486.0,-3529.0,0,0,0,0,0,0,1,1,1,0
400253,2026-05-01,"Multi-States(Andhra Pradesh,Odisha)",4803.0,6669.91,6233.25,98.0,RVNL - II,False,3468.0,153.0,93.45328497685877,93.45328497685877,4.546715023141232,1,1,1.0,-102.0,-4.546715023141232,0.0,2.0,-3315.0,3468.0,153.0,1,1,1,0,0,0,0,0,0,0
400254,2026-05-01,Bihar,735.2,735.2,589.37,84.2,East Central Railway [ECR] - I,False,10500.0,-9618.0,80.1645810663765,80.1645810663765,4.035418933623504,0,1,0.0,,-4.035418933623504,0.0,,-20118.0,10500.0,-9618.0,0,0,0,0,1,0,0,0,0,0
400261,2026-05-01,Jharkhand,18668.0,20302.0,19064.59,90.2,National Thermal Power Corporation [NTPC],False,3103.0,0.0,93.90498473056842,93.90498473056842,-3.7049847305684125,1,1,1.460000000000008,,3.704984730568413,0.0,,-3103.0,3103.0,0.0,0,0,0,0,0,0,0,0,0,0
400271,2026-05-01,Maharashtra,3445.0,3445.0,3002.93,50.0,Central Railway [CR] - II,False,6604.0,-3531.0,87.16777939042089,87.16777939042089,-37.16777939042089,0,1,0.0,,37.16777939042089,0.0,,-10135.0,6604.0,-3531.0,0,0,0,0,1,0,1,1,1,0
400273,2026-05-01,West Bengal,1189.0,1542.0,1390.59,96.9,Eastern Railway [ER] - I,False,6664.0,2528.0,90.18093385214007,90.18093385214007,6.719066147859934,1,1,0.0,-103.1,-6.719066147859934,0.0,2.0,-4136.0,6664.0,2528.0,1,1,1,0,1,0,0,0,0,0
400275,2026-05-01,"Multi-States(Andhra Pradesh,Tamil Nadu)",3631.0,3631.0,1298.17,16.75,Ministry of Railways,False,6421.0,92.0,35.752409804461585,35.752409804461585,-19.002409804461585,0,1,0.25,-183.25,19.002409804461585,0.0,2.0,-6329.0,6421.0,92.0,1,1,1,0,0,1,1,0,0,0
400277,2026-05-01,West Bengal,8964.0,8964.0,8733.02,87.0,RVNL - II,False,5326.0,579.0,97.42324854975458,97.42324854975458,-10.423248549754575,0,1,0.4000000000000057,-113.0,10.423248549754575,0.0,2.0,-4747.0,5326.0,579.0,1,1,1,0,0,0,1,0,0,1
400280,2026-05-01,Tamil Nadu,734.0,734.01,486.53,99.9,Ministry of Railways,False,6390.0,366.0,66.28383809484885,66.28383809484885,33.61616190515116,1,1,0.0,-100.1,-33.61616190515116,0.0,2.0,-6024.0,6390.0,366.0,1,1,1,0,1,0,0,0,0,0
400291,2026-05-01,Chhattisgarh,1589.0,1798.0,1656.54,97.6,East Coast Railway [ECoR] - II,False,4809.0,28.0,92.13236929922135,92.13236929922135,5.467630700778642,1,1,0.0,-102.4,-5.467630700778642,0.0,2.0,-4781.0,4809.0,28.0,1,1,1,0,1,0,0,0,0,1
400298,2026-05-01,Andhra Pradesh,2312.0,5932.0,3119.31,55.02,South Central Railway [SCR] - II,False,3438.0,1736.0,52.58445718138908,52.58445718138908,2.4355428186109265,1,1,0.0100000000000051,-143.02147465437787,-2.4355428186109265,0.0,1.9804147465437787,-1702.0,3438.0,1736.0,1,1,1,0,0,0,0,0,0,0
400299,2026-05-01,Odisha,1381.0,1960.77,770.23,52.2,National Aluminium Company Limited [NALCO],False,2922.0,0.0,39.282016758722335,39.282016758722335,12.917983241277668,1,1,0.1000000000000014,,-12.917983241277668,0.0,,-2922.0,2922.0,0.0,0,0,0,0,0,0,0,0,0,0
400301,2026-05-01,"Multi-States(Karnataka, TamilNadu)",678.0,1732.0,1140.25,83.5,"Department of Water Resources, River Development & GR",False,4929.0,0.0,65.83429561200924,65.83429561200924,17.665704387990758,1,1,0.9000000000000057,,-17.665704387990758,0.0,,-4929.0,4929.0,0.0,0,0,0,0,0,0,0,0,0,0
400312,2026-05-01,West Bengal,1210.12,1210.12,628.68,52.04,Eastern Coal Fields Limited [ECL],False,2221.0,0.0,51.951872541566125,51.951872541566125,0.08812745843387404,0,0,6.560000000000002,,-0.088127458433874,0.0,,-2221.0,2221.0,0.0,0,0,0,0,0,0,0,0,0,0
