ProjectCode,ProjectName,ReportMonth,ActualOutcome,PredictedRisk,Feature,SHAPValue,Impact,Rank
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__Prev_RobustGap,0.389762,Increases Risk,2
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,categorical__Agency_National Highways Authority of India [NHAI],-0.353797,Decreases Risk,3
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__CurrentExpenditureRatio,0.350822,Increases Risk,4
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__HasPreviousRevisedDoc,-0.26761,Decreases Risk,5
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__Physical Progress,0.198077,Increases Risk,6
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__missingindicator_Prev_Expenditure,0.137507,Increases Risk,7
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__RevisedCost,0.118013,Increases Risk,8
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__RobustCurrentExpenditurePct,0.11017,Increases Risk,9
400183,BALARAM EXPANSION OCP,2026-05-01,0,0.1474,numeric__Prev_OriginalCost,-0.102221,Decreases Risk,10
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__PlannedDurationDays,-0.373945,Decreases Risk,1
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__RevisedCost,-0.30051,Decreases Risk,2
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__ElapsedDays,-0.294396,Decreases Risk,3
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,categorical__State_Delhi,0.277978,Increases Risk,4
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__OriginalCost,-0.226103,Decreases Risk,5
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__ProgressScheduleGap,-0.186364,Decreases Risk,6
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,categorical__Agency_National Highways Authority of India [NHAI],-0.18303,Decreases Risk,7
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__CurrentExpenditureRatio,0.180494,Increases Risk,8
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__missingindicator_Prev_Expenditure,-0.157531,Decreases Risk,9
400188,"Redevelopment of Seven General Pool Residential Accommodation [GPRA] Coloniesin Delhi",2026-04-01,1,0.0626,numeric__Expenditure,0.137101,Increases Risk,10
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__PlannedDurationDays,-0.619358,Decreases Risk,1
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,categorical__Agency_National Highways Authority of India [NHAI],-0.467685,Decreases Risk,2
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__ElapsedDays,-0.310427,Decreases Risk,3
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,categorical__State_Delhi,0.277978,Increases Risk,4
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__RevisedCost,-0.277049,Decreases Risk,5
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__CurrentExpenditureRatio,0.240782,Increases Risk,6
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__CurrentGapVsPreviousGap,0.189984,Increases Risk,7
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__OriginalCost,-0.168888,Decreases Risk,8
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__Expenditure,0.166138,Increases Risk,9
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,2026-05-01,0,0.1031,numeric__ProgressScheduleGap,-0.146613,Decreases Risk,10
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__PlannedDurationDays,-0.849232,Decreases Risk,1
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__ElapsedDays,-0.327616,Decreases Risk,2
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,categorical__State_Uttar Pradesh,-0.316439,Decreases Risk,3
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,categorical__Agency_National Highways Authority of India [NHAI],-0.255632,Decreases Risk,4
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__RobustCurrentGap,0.220274,Increases Risk,5
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__CurrentExpenditureRatio,0.215725,Increases Risk,6
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__ProgressScheduleGap,0.203561,Increases Risk,7
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__OriginalCost,-0.163121,Decreases Risk,8
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__missingindicator_Prev_Expenditure,-0.118471,Decreases Risk,9
400205,Sahjanwa-Dohrighat,2026-04-01,1,0.0491,numeric__Prev_RobustGap,-0.109975,Decreases Risk,10
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__PlannedDurationDays,-0.798853,Decreases Risk,1
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,categorical__State_Uttar Pradesh,-0.500187,Decreases Risk,2
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,categorical__Agency_National Highways Authority of India [NHAI],-0.456016,Decreases Risk,3
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__Prev_RobustGap,-0.440113,Decreases Risk,4
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__ElapsedDays,-0.265963,Decreases Risk,5
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__ProgressScheduleGap,0.211077,Increases Risk,6
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__CurrentExpenditureRatio,0.196013,Increases Risk,7
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__CurrentGapVsPreviousGap,-0.193086,Decreases Risk,8
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__RemainingPlannedDays,-0.189279,Decreases Risk,9
400205,Sahjanwa-Dohrighat,2026-05-01,1,0.02,numeric__OriginalCost,-0.152735,Decreases Risk,10
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__ElapsedDays,-0.294823,Decreases Risk,1
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__PlannedDurationDays,-0.277136,Decreases Risk,2
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__CurrentExpenditureRatio,0.183829,Increases Risk,3
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__ProjectAgeDays,0.182451,Increases Risk,4
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,categorical__Agency_National Highways Authority of India [NHAI],-0.166917,Decreases Risk,5
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__RobustCurrentExpenditurePct,0.157188,Increases Risk,6
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__missingindicator_Prev_Expenditure,-0.146706,Decreases Risk,7
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__Physical Progress,0.107293,Increases Risk,8
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__Prev_RobustGap,-0.104653,Decreases Risk,9
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-04-01,0,0.1715,numeric__Expenditure,0.081909,Increases Risk,10
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__PlannedDurationDays,-0.738925,Decreases Risk,1
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,categorical__Agency_National Highways Authority of India [NHAI],-0.436875,Decreases Risk,2
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__ElapsedDays,-0.299511,Decreases Risk,3
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__ProjectAgeDays,0.162763,Increases Risk,4
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__CurrentGapVsPreviousGap,0.162586,Increases Risk,5
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__missingindicator_Prev_Expenditure,0.136044,Increases Risk,6
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__RobustCurrentExpenditurePct,0.131215,Increases Risk,7
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__Physical Progress,0.097953,Increases Risk,8
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__CurrentExpenditureRatio,0.088246,Increases Risk,9
400223,Nagapattinam-Tiruturaipundi and Karaikal-Peralam New Line,2026-05-01,0,0.1229,numeric__Expenditure,0.083786,Increases Risk,10
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__PlannedDurationDays,-0.829222,Decreases Risk,1
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,categorical__Agency_East Coast Railway [ECoR] - II,0.82848,Increases Risk,2
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,categorical__Agency_National Highways Authority of India [NHAI],-0.265306,Decreases Risk,3
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__RobustCurrentGap,0.242821,Increases Risk,4
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__RobustCurrentExpenditurePct,0.229694,Increases Risk,5
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__RevisedCost,-0.22489,Decreases Risk,6
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__ElapsedDays,-0.184693,Decreases Risk,7
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__CurrentExpenditureRatio,0.178073,Increases Risk,8
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__OriginalCost,0.152614,Increases Risk,9
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-04-01,1,0.1818,numeric__missingindicator_Prev_Expenditure,-0.140703,Decreases Risk,10
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,categorical__Agency_East Coast Railway [ECoR] - II,0.804752,Increases Risk,1
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__PlannedDurationDays,-0.792596,Decreases Risk,2
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,categorical__Agency_National Highways Authority of India [NHAI],-0.479495,Decreases Risk,3
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__RobustCurrentGap,0.207688,Increases Risk,4
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__CurrentGapVsPreviousGap,-0.207516,Decreases Risk,5
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__RevisedCost,-0.182124,Decreases Risk,6
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__RobustCurrentExpenditurePct,0.150709,Increases Risk,7
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__Prev_RobustGap,-0.14913,Decreases Risk,8
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__missingindicator_Prev_Expenditure,0.132669,Increases Risk,9
400232,Brundamal-Jharsuguda- flyover connection for joining downline,2026-05-01,0,0.1302,numeric__Prev_ExpenditureRatio,-0.129128,Decreases Risk,10
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__CurrentExpenditureRatio,-1.132599,Decreases Risk,1
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__PlannedDurationDays,-0.687393,Decreases Risk,2
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__ElapsedDays,-0.37455,Decreases Risk,3
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,categorical__Agency_National Highways Authority of India [NHAI],-0.302974,Decreases Risk,4
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__Prev_RobustGap,-0.136125,Decreases Risk,5
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__missingindicator_Prev_Expenditure,-0.126985,Decreases Risk,6
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__RobustCurrentGap,0.115209,Increases Risk,7
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__RobustCurrentExpenditurePct,-0.067111,Decreases Risk,8
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__ProjectAgeDays,0.065062,Increases Risk,9
400247,"Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New LineAnd Naihati-Ranaghat 3rd Line.",2026-04-01,0,0.0189,numeric__RemainingPlannedDays,-0.058301,Decreases Risk,10
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__CurrentExpenditureRatio,-1.135985,Decreases Risk,1
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__PlannedDurationDays,-0.747561,Decreases Risk,2
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__Prev_RobustGap,-0.558044,Decreases Risk,3
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__ElapsedDays,-0.400142,Decreases Risk,4
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__Prev_ExpenditureRatio,-0.386293,Decreases Risk,5
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,categorical__Agency_National Highways Authority of India [NHAI],-0.305819,Decreases Risk,6
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__RobustCurrentExpenditurePct,-0.125219,Decreases Risk,7
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__ProjectAgeDays,0.090588,Increases Risk,8
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__missingindicator_Prev_Expenditure,0.083178,Increases Risk,9
400247,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,2026-05-01,0,0.0078,numeric__Physical Progress,0.073029,Increases Risk,10
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__Expenditure,0.346204,Increases Risk,1
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__ElapsedDays,-0.315943,Decreases Risk,2
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__RobustCurrentExpenditurePct,0.251263,Increases Risk,3
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,categorical__Agency_National Highways Authority of India [NHAI],-0.21915,Decreases Risk,4
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__PlannedDurationDays,-0.217606,Decreases Risk,5
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__CurrentExpenditureRatio,0.170364,Increases Risk,6
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__missingindicator_Prev_Expenditure,-0.150322,Decreases Risk,7
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__Physical Progress,-0.138946,Decreases Risk,8
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__Prev_RobustGap,-0.128556,Decreases Risk,9
400253,Vizianagaram - Titlagarh 3rd line  [272 Km including By - pass line of 7.68 KM],2026-04-01,0,0.1541,numeric__OriginalCost,-0.112467,Decreases Risk,10
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__PlannedDurationDays,-0.442284,Decreases Risk,1
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__ElapsedDays,-0.428092,Decreases Risk,2
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__Expenditure,0.301907,Increases Risk,3
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__Prev_ExpenditureRatio,-0.281911,Decreases Risk,4
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,categorical__Agency_National Highways Authority of India [NHAI],-0.280079,Decreases Risk,5
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__RobustCurrentExpenditurePct,0.224551,Increases Risk,6
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__CurrentExpenditureRatio,0.1554,Increases Risk,7
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__RobustCurrentGap,-0.139961,Decreases Risk,8
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__RemainingPlannedDays,0.135979,Increases Risk,9
400253,Vizianagaram - Titlagarh 3rd line [272 Km including By - pass line of 7.68 KM],2026-05-01,0,0.1385,numeric__missingindicator_Prev_Expenditure,0.117038,Increases Risk,10
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,categorical__State_Jharkhand,0.53043,Increases Risk,1
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__RevisedCost,-0.371528,Decreases Risk,2
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__ElapsedDays,-0.339065,Decreases Risk,3
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__PlannedDurationDays,-0.267837,Decreases Risk,4
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__RobustCurrentExpenditurePct,0.253575,Increases Risk,5
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,categorical__Agency_National Highways Authority of India [NHAI],-0.237994,Decreases Risk,6
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__OriginalCost,-0.237257,Decreases Risk,7
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__Expenditure,0.152326,Increases Risk,8
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__CurrentExpenditureRatio,0.14298,Increases Risk,9
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-04-01,0,0.1224,numeric__missingindicator_Prev_Expenditure,-0.141991,Decreases Risk,10
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__PlannedDurationDays,-0.524661,Decreases Risk,1
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,categorical__Agency_National Highways Authority of India [NHAI],-0.420885,Decreases Risk,2
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__RevisedCost,-0.418011,Decreases Risk,3
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__ElapsedDays,-0.402256,Decreases Risk,4
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,categorical__State_Jharkhand,0.377552,Increases Risk,5
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__RobustCurrentExpenditurePct,0.225512,Increases Risk,6
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__Prev_ExpenditureRatio,0.207282,Increases Risk,7
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__OriginalCost,-0.188897,Decreases Risk,8
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__CurrentGapVsPreviousGap,0.168237,Increases Risk,9
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],2026-05-01,0,0.1099,numeric__ProgressVelocity,-0.141153,Decreases Risk,10
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__PlannedDurationDays,-0.878527,Decreases Risk,1
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__RobustCurrentGap,0.250014,Increases Risk,2
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__ElapsedDays,-0.243519,Decreases Risk,3
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,categorical__Agency_National Highways Authority of India [NHAI],-0.240092,Decreases Risk,4
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__OriginalCost,-0.218852,Decreases Risk,5
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__CurrentExpenditureRatio,0.195198,Increases Risk,6
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__RevisedCost,0.180951,Increases Risk,7
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__missingindicator_Prev_Expenditure,-0.146198,Decreases Risk,8
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__Prev_RobustGap,-0.122937,Decreases Risk,9
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-04-01,0,0.0905,numeric__ProjectAgeDays,0.105781,Increases Risk,10
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__PlannedDurationDays,-0.898081,Decreases Risk,1
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,categorical__Agency_National Highways Authority of India [NHAI],-0.472872,Decreases Risk,2
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__CurrentGapVsPreviousGap,0.465247,Increases Risk,3
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__CurrentExpenditureRatio,0.266881,Increases Risk,4
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__RevisedCost,0.207527,Increases Risk,5
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__Prev_RobustGap,-0.191269,Decreases Risk,6
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__ElapsedDays,-0.16905,Decreases Risk,7
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__OriginalCost,-0.162807,Decreases Risk,8
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__ProjectAgeDays,0.145712,Increases Risk,9
400275,Tindivanam-Nagari New Line Project [184.5 km],2026-05-01,0,0.2562,numeric__RemainingPlannedDays,0.135201,Increases Risk,10
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,2026-04-01,0,0.0632,numeric__PlannedDurationDays,-0.752856,Decreases Risk,1
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,2026-04-01,0,0.0632,numeric__ElapsedDays,-0.26398,Decreases Risk,2
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,2026-04-01,0,0.0632,numeric__Physical Progress,-0.229368,Decreases Risk,3
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,2026-04-01,0,0.0632,numeric__missingindicator_Prev_Expenditure,-0.164648,Decreases Risk,4
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,2026-04-01,0,0.0632,numeric__Prev_RobustGap,-0.158701,Decreases Risk,5
