ProjectCode,ProjectName,ReportMonth,OverallRiskProbability,OverallRiskPrediction,TopFactor1,TopFactor1_SHAP,TopFactor2,TopFactor2_SHAP,TopFactor3,TopFactor3_SHAP,TopFactor4,TopFactor4_SHAP,TopFactor5,TopFactor5_SHAP,RiskExplanation
604863,,2026-04-01,0.174172,0,Agency_National Highways Authority of India [NHAI],-0.443699,ExpenditureProgressGap,-0.242239,RobustCurrentGap,-0.229932,RemainingPlannedDays,-0.194131,ProjectAgeDays,-0.191802,Physical Progress; HasRevisedDoc; HasRevisedCost
618448,,2026-04-01,0.728513,1,Physical Progress,0.321917,RobustCurrentGap,0.291753,ProgressVelocity,-0.259205,ProgressScheduleGap,0.201631,Agency_National Highways Authority of India [NHAI],-0.187406,Physical Progress; RobustCurrentGap; ProgressScheduleGap
617888,,2026-04-01,0.45163,1,CurrentExpenditureRatio,-0.493784,OriginalCost,0.347158,Agency_National Highways Authority of India [NHAI],-0.290543,Physical Progress,0.283412,RobustCurrentGap,0.259741,OriginalCost; Physical Progress; RobustCurrentGap
701406,,2026-05-01,0.203115,0,RemainingPlannedDays,-0.901498,ProjectAgeDays,-0.62139,Agency_National Highways Authority of India [NHAI],-0.547398,Physical Progress,0.306891,ProgressVelocity,0.276764,Physical Progress; ProgressVelocity; ExpenditureProgressGap
707046,,2026-04-01,0.266994,0,HasRevisedDoc,-0.359072,ProgressVelocity,-0.249757,ProgressScheduleGap,-0.237372,RobustCurrentGap,0.226847,ApprovalToStartDays,-0.174331,RobustCurrentGap; ExpenditureProgressGap; Expenditure
701289,,2026-04-01,0.165688,0,RevisedCost,-0.676031,Expenditure,0.533766,OriginalCost,-0.521638,Agency_National Highways Authority of India [NHAI],-0.398825,State_Haryana,-0.300089,Expenditure; Physical Progress; HasRevisedDoc
618986,,2026-05-01,0.032776,0,Physical Progress,-0.681462,CurrentExpenditureRatio,-0.678893,ProjectAgeDays,-0.469571,Agency_National Highways Authority of India [NHAI],-0.428087,NoProgress,0.357675,NoProgress; ProgressVelocity; State_Gujarat
618375,,2026-05-01,0.711221,1,Agency_National Highways Authority of India [NHAI],-0.38701,Agency_NHIDCL,0.380679,ProjectAgeDays,0.301378,State_Meghalaya,0.267154,Physical Progress,-0.25623,Agency_NHIDCL; ProjectAgeDays; State_Meghalaya
705639,,2026-05-01,0.137143,0,Agency_National Highways Authority of India [NHAI],-0.506043,ExpenditureProgressGap,-0.36925,RobustCurrentGap,-0.349988,Physical Progress,-0.262036,ApprovalToStartDays,-0.155436,CurrentExpenditureRatio; HasRevisedCost; HasRevisedDoc
618537,,2026-04-01,0.663095,1,Agency_National Highways Authority of India [NHAI],0.891977,Physical Progress,-0.315982,OriginalCost,-0.293928,CurrentExpenditureRatio,0.203136,Expenditure,0.160576,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; Expenditure
618075,,2026-05-01,0.4311,0,Agency_National Highways Authority of India [NHAI],-0.3392,State_Uttar Pradesh,-0.29121,ProgressScheduleGap,-0.197203,ApprovalToStartDays,0.187559,ExpenditureProgressGap,0.160526,ApprovalToStartDays; ExpenditureProgressGap; Physical Progress
619118,,2026-05-01,0.953224,1,Agency_National Highways Authority of India [NHAI],1.127815,ProgressVelocity,0.580319,NoProgress,0.435448,Expenditure,0.412836,OriginalCost,-0.27971,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
612855,,2026-04-01,0.254748,0,Agency_National Highways Authority of India [NHAI],-0.422192,State_Gujarat,-0.214059,ProgressVelocity,-0.201946,CurrentExpenditureRatio,0.170598,Physical Progress,-0.154394,CurrentExpenditureRatio; ProjectAgeDays; Expenditure
618085,,2026-04-01,0.30259,0,CurrentExpenditureRatio,-0.592071,RobustCurrentGap,0.363995,Expenditure,-0.273347,ProgressVelocity,-0.270895,Agency_National Highways Authority of India [NHAI],-0.266537,RobustCurrentGap; ExpenditureProgressGap; Physical Progress
617904,,2026-05-01,0.40862,0,Physical Progress,-0.599087,NoProgress,0.393059,Agency_National Highways Authority of India [NHAI],-0.335117,State_Odisha,-0.232262,ProgressVelocity,0.154885,NoProgress; ProgressVelocity; RevisedCost
618086,,2026-05-01,0.106283,0,Agency_National Highways Authority of India [NHAI],-0.523255,ProgressScheduleGap,-0.411226,Physical Progress,-0.409791,CurrentExpenditureRatio,-0.374008,ProjectAgeDays,-0.343865,ProgressVelocity; ExpenditureProgressGap; RobustCurrentGap
618713,,2026-04-01,0.77003,1,Agency_National Highways Authority of India [NHAI],1.018375,ProjectAgeDays,0.413761,Physical Progress,-0.197391,ProgressScheduleGap,0.191756,OriginalCost,-0.150675,Agency_National Highways Authority of India [NHAI]; ProjectAgeDays; ProgressScheduleGap
705419,,2026-04-01,0.39623,0,CurrentExpenditureRatio,0.477753,Agency_National Highways Authority of India [NHAI],-0.469711,Expenditure,0.239355,ExpenditureProgressGap,-0.225461,ProjectAgeDays,-0.220996,CurrentExpenditureRatio; Expenditure; Physical Progress
702833,,2026-04-01,0.464214,1,Agency_National Highways Authority of India [NHAI],-0.39789,OriginalCost,0.299044,CurrentExpenditureRatio,0.243829,ApprovalToStartDays,-0.238923,ProgressVelocity,-0.163171,OriginalCost; CurrentExpenditureRatio; RevisedCost
619098,,2026-05-01,0.924741,1,Agency_National Highways Authority of India [NHAI],0.863179,ProgressVelocity,0.610606,NoProgress,0.519041,Physical Progress,0.37668,ProgressScheduleGap,-0.232432,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
618797,,2026-04-01,0.222906,0,Agency_National Highways Authority of India [NHAI],0.828896,CurrentExpenditureRatio,-0.451896,ProgressVelocity,-0.32003,ProjectAgeDays,-0.252182,OriginalCost,-0.247679,Agency_National Highways Authority of India [NHAI]; HasRevisedCost; ScheduleElapsedRatio
618579,,2026-05-01,0.95459,1,Agency_National Highways Authority of India [NHAI],1.182944,ProgressVelocity,0.605458,NoProgress,0.522261,ExpenditureProgressGap,0.225437,RemainingPlannedDays,0.211108,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
616586,,2026-05-01,0.132062,0,Physical Progress,-0.568687,Agency_National Highways Authority of India [NHAI],-0.441032,HasRevisedDoc,-0.344807,NoProgress,0.341041,ProjectAgeDays,-0.297718,NoProgress; Expenditure; ProgressVelocity
611495,,2026-05-01,0.294662,0,Agency_National Highways Authority of India [NHAI],-0.389844,Physical Progress,-0.358563,Agency_Airport Authority of India [AAI],-0.344585,CurrentExpenditureRatio,0.233967,ProgressVelocity,0.226012,CurrentExpenditureRatio; ProgressVelocity; State_West Bengal
618164,,2026-04-01,0.527675,1,CurrentExpenditureRatio,-0.491897,RobustCurrentGap,0.46442,ExpenditureProgressGap,0.340132,Agency_National Highways Authority of India [NHAI],-0.292401,Physical Progress,0.290047,RobustCurrentGap; ExpenditureProgressGap; Physical Progress
705358,,2026-05-01,0.106927,0,Agency_National Highways Authority of India [NHAI],-0.612315,RemainingPlannedDays,-0.449452,CurrentExpenditureRatio,-0.414912,Agency_East Coast Railway [ECoR] - II,0.26166,ExpenditureProgressGap,-0.22514,Agency_East Coast Railway [ECoR] - II; ProjectAgeDays; HasRevisedDoc
617408,,2026-05-01,0.513909,1,Agency_North Western Railway [NWR],1.434473,HasRevisedDoc,-0.382927,Agency_National Highways Authority of India [NHAI],-0.318107,NoProgress,0.233012,RevisedCost,-0.21539,Agency_North Western Railway [NWR]; NoProgress; ProjectAgeDays
617967,,2026-04-01,0.295851,0,CurrentExpenditureRatio,-0.558601,Physical Progress,0.36624,RobustCurrentGap,0.295001,ProgressVelocity,-0.283503,Agency_National Highways Authority of India [NHAI],-0.263268,Physical Progress; RobustCurrentGap; ExpenditureProgressGap
617730,,2026-05-01,0.736981,1,ProgressVelocity,0.615675,HasRevisedDoc,-0.465293,Expenditure,0.389494,Physical Progress,0.329914,ProgressScheduleGap,0.302121,ProgressVelocity; Expenditure; Physical Progress
618356,,2026-04-01,0.20543,0,ProgressVelocity,-0.403703,Agency_National Highways Authority of India [NHAI],-0.362068,ExpenditureProgressGap,-0.242629,RemainingPlannedDays,-0.21556,Agency_NHIDCL,0.211779,Agency_NHIDCL; HasRevisedDoc; CurrentExpenditureRatio
618593,,2026-04-01,0.491176,1,Agency_National Highways Authority of India [NHAI],0.726346,RevisedCost,-0.276974,ProgressVelocity,-0.167038,State_Odisha,-0.160766,ProgressScheduleGap,0.138201,Agency_National Highways Authority of India [NHAI]; ProgressScheduleGap; Expenditure
615346,,2026-04-01,0.170143,0,OriginalCost,-0.367485,Agency_National Highways Authority of India [NHAI],-0.32757,ProgressVelocity,-0.2174,ExpenditureProgressGap,-0.213852,CurrentExpenditureRatio,0.175052,CurrentExpenditureRatio; Expenditure; HasRevisedDoc
705252,,2026-04-01,0.023179,0,Physical Progress,-0.746569,CurrentExpenditureRatio,-0.678365,Agency_National Highways Authority of India [NHAI],-0.353261,HasRevisedDoc,-0.316548,ApprovalToStartDays,-0.255075,OriginalCost; RobustCurrentGap; State_Telangana
618759,,2026-05-01,0.936308,1,Agency_National Highways Authority of India [NHAI],0.776819,ProgressVelocity,0.391445,NoProgress,0.380438,Expenditure,0.233274,CurrentExpenditureRatio,0.159498,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
619033,,2026-04-01,0.23317,0,HasRevisedDoc,-0.407823,Physical Progress,-0.248821,Agency_National Highways Authority of India [NHAI],-0.233117,State_Odisha,-0.229366,ExpenditureProgressGap,0.137421,ExpenditureProgressGap; ProgressScheduleGap; LateStageLowProgress
618992,,2026-05-01,0.063984,0,Physical Progress,-0.729492,State_Gujarat,-0.459288,Agency_National Highways Authority of India [NHAI],-0.44185,CurrentExpenditureRatio,-0.440281,HasRevisedDoc,-0.37631,NoProgress; RemainingPlannedDays; ProgressVelocity
709778,,2026-05-01,0.526284,1,RevisedCost,0.536453,Agency_MinistryofPetroleumNaturalGas,-0.526828,Agency_National Highways Authority of India [NHAI],-0.318123,RobustCurrentGap,0.266974,ExpenditureProgressGap,0.265076,RevisedCost; RobustCurrentGap; ExpenditureProgressGap
617422,,2026-05-01,0.017772,0,CurrentExpenditureRatio,-1.058011,Agency_National Highways Authority of India [NHAI],-0.539932,HasRevisedDoc,-0.37635,ApprovalToStartDays,-0.315618,RobustCurrentExpenditurePct,-0.295111,State_Maharashtra; ProgressVelocity; ProgressBehindSchedule20
609424,,2026-05-01,0.610975,1,Expenditure,0.449675,Agency_National Highways Authority of India [NHAI],-0.348647,NoProgress,0.292417,CurrentExpenditureRatio,0.285046,ExpenditureProgressGap,-0.237969,Expenditure; NoProgress; CurrentExpenditureRatio
705941,,2026-05-01,0.109002,0,Agency_National Highways Authority of India [NHAI],-0.553681,Physical Progress,-0.431335,RevisedCost,-0.278582,OriginalCost,-0.197246,ExpenditureProgressGap,-0.183966,CurrentExpenditureRatio; Expenditure; HasRevisedDoc
618373,,2026-05-01,0.740935,1,Agency_National Highways Authority of India [NHAI],-0.37783,Agency_NHIDCL,0.345091,Expenditure,0.247334,ExpenditureProgressGap,0.226892,CurrentExpenditureRatio,0.215482,Agency_NHIDCL; Expenditure; ExpenditureProgressGap
619154,,2026-05-01,0.877464,1,Agency_National Highways Authority of India [NHAI],0.736189,ProgressVelocity,0.616664,CurrentExpenditureRatio,0.178912,OriginalCost,-0.132293,ProgressScheduleGap,0.119993,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; CurrentExpenditureRatio
617950,,2026-05-01,0.169431,0,CurrentExpenditureRatio,-0.69518,Physical Progress,-0.548869,Agency_National Highways Authority of India [NHAI],-0.513082,NoProgress,0.412706,RevisedCost,0.311624,NoProgress; RevisedCost; OriginalCost
709856,,2026-04-01,0.617215,1,Agency_National Highways Authority of India [NHAI],-0.348537,CurrentExpenditureRatio,0.267127,RemainingPlannedDays,0.254735,ProjectAgeDays,0.223198,ExpenditureProgressGap,0.208862,CurrentExpenditureRatio; RemainingPlannedDays; ProjectAgeDays
618392,,2026-04-01,0.418875,0,CurrentExpenditureRatio,-0.582041,ExpenditureProgressGap,0.318394,RobustCurrentGap,0.298027,State_Uttarakhand,-0.280414,Physical Progress,0.253558,ExpenditureProgressGap; RobustCurrentGap; Physical Progress
619094,,2026-05-01,0.797587,1,Agency_National Highways Authority of India [NHAI],0.929293,State_Tamil Nadu,0.240166,NegativeProgressVelocity,-0.239019,CurrentExpenditureRatio,0.138329,ProgressVelocity,-0.134054,Agency_National Highways Authority of India [NHAI]; State_Tamil Nadu; CurrentExpenditureRatio
618581,,2026-05-01,0.931392,1,Agency_National Highways Authority of India [NHAI],0.828722,ProgressVelocity,0.549375,NoProgress,0.509576,OriginalCost,-0.310537,CurrentExpenditureRatio,0.180969,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
701349,,2026-05-01,0.257123,0,Agency_National Highways Authority of India [NHAI],-0.509671,Expenditure,0.418316,ProjectAgeDays,-0.271917,Physical Progress,0.228111,OriginalCost,-0.213458,Expenditure; Physical Progress; HasRevisedDoc
619148,,2026-04-01,0.113644,0,HasRevisedDoc,-1.04344,Agency_National Highways Authority of India [NHAI],0.454151,ProgressVelocity,-0.415124,ProjectAgeDays,-0.307619,Expenditure,-0.276417,Agency_National Highways Authority of India [NHAI]; RevisedCost; ExpenditureProgressGap
618581,,2026-04-01,0.561987,1,Agency_National Highways Authority of India [NHAI],0.57352,ProgressVelocity,-0.380011,OriginalCost,-0.27026,Expenditure,-0.255253,ProgressScheduleGap,0.145427,Agency_National Highways Authority of India [NHAI]; ProgressScheduleGap; ExpenditureProgressGap
705252,,2026-05-01,0.048663,0,Physical Progress,-0.731022,CurrentExpenditureRatio,-0.591906,Agency_National Highways Authority of India [NHAI],-0.443799,NoProgress,0.351517,ApprovalToStartDays,-0.315794,NoProgress; ProgressVelocity; OriginalCost
618556,,2026-05-01,0.791092,1,Agency_National Highways Authority of India [NHAI],1.023541,CurrentExpenditureRatio,0.272268,ExpenditureProgressGap,-0.225081,ProgressVelocity,0.216713,RobustCurrentGap,-0.167208,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ProgressVelocity
618042,,2026-04-01,0.40832,0,CurrentExpenditureRatio,-0.545413,Agency_National Highways Authority of India [NHAI],-0.312507,RevisedCost,-0.290059,OriginalCost,0.267936,ProjectAgeDays,0.248664,OriginalCost; ProjectAgeDays; RemainingPlannedDays
400100,,2026-04-01,0.060373,0,RemainingPlannedDays,-0.743618,Agency_National Highways Authority of India [NHAI],-0.502056,Expenditure,-0.27863,ExpenditureProgressGap,-0.271926,ProjectAgeDays,-0.20898,HasRevisedDoc; HasRevisedCost; CurrentExpenditureRatio
619320,,2026-04-01,0.587406,1,Agency_NHAI,0.747215,State_Bihar,0.387114,Agency_National Highways Authority of India [NHAI],-0.302121,ProgressVelocity,-0.255932,ProjectAgeDays,-0.254521,Agency_NHAI; State_Bihar; RevisedCost
709819,,2026-04-01,0.457382,1,Agency_National Highways Authority of India [NHAI],-0.372637,RemainingPlannedDays,0.365594,Expenditure,0.189264,ProgressVelocity,-0.174016,ProgressScheduleGap,-0.119509,RemainingPlannedDays; Expenditure; OriginalCost
611943,,2026-04-01,0.115201,0,Physical Progress,-0.438029,Agency_National Highways Authority of India [NHAI],-0.379902,ExpenditureProgressGap,-0.372693,State_Gujarat,-0.341667,Expenditure,0.185477,Expenditure; OriginalCost; CurrentExpenditureRatio
618953,,2026-05-01,0.358779,0,Agency_NHAI,0.896544,CurrentExpenditureRatio,-0.636808,RemainingPlannedDays,-0.497096,Agency_National Highways Authority of India [NHAI],-0.456154,ExpenditureProgressGap,-0.285397,Agency_NHAI; State_Bihar; Expenditure
705793,,2026-04-01,0.038706,0,CurrentExpenditureRatio,-1.06259,Agency_National Highways Authority of India [NHAI],-0.487783,RobustCurrentGap,-0.343573,RobustCurrentExpenditurePct,-0.325813,ExpenditureProgressGap,-0.294745,Expenditure; HasRevisedCost; HasRevisedDoc
618306,,2026-04-01,0.270182,0,ProgressVelocity,-0.439661,Agency_National Highways Authority of India [NHAI],-0.371174,Physical Progress,-0.288445,RemainingPlannedDays,0.19999,ProjectAgeDays,-0.184737,RemainingPlannedDays; Agency_NHIDCL; ApprovalToStartDays
400354,,2026-04-01,0.15153,0,HasRevisedDoc,-0.406361,Agency_National Highways Authority of India [NHAI],-0.315936,RemainingPlannedDays,-0.269899,ExpenditureProgressGap,-0.205724,OriginalCost,-0.202403,CurrentExpenditureRatio; RobustCurrentGap; Expenditure
612748,,2026-05-01,0.204615,0,OriginalCost,0.476007,ProgressScheduleGap,-0.459963,Agency_National Highways Authority of India [NHAI],-0.430822,HasRevisedDoc,-0.414837,RevisedCost,-0.307007,OriginalCost; ProgressVelocity; ScheduleElapsedRatio
618604,,2026-05-01,0.444741,0,Agency_National Highways Authority of India [NHAI],0.714821,OriginalCost,-0.260589,CurrentExpenditureRatio,-0.259749,ApprovalToStartDays,-0.228561,ExpenditureProgressGap,-0.21785,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; Physical Progress
617727,,2026-05-01,0.254543,0,HasRevisedDoc,-0.488952,ProgressVelocity,0.469924,Agency_National Highways Authority of India [NHAI],-0.384045,Physical Progress,-0.320898,OriginalCost,-0.21979,ProgressVelocity; RobustCurrentGap; CurrentExpenditureRatio
617254,,2026-05-01,0.347954,0,Agency_Steel Authority of India Limited [SAIL],0.519532,ExpenditureProgressGap,-0.479792,Agency_National Highways Authority of India [NHAI],-0.389344,ProgressVelocity,-0.303339,ProjectAgeDays,0.206203,Agency_Steel Authority of India Limited [SAIL]; ProjectAgeDays; State_Jharkhand
400162,,2026-05-01,0.451437,1,Agency_National Highways Authority of India [NHAI],-0.572994,RemainingPlannedDays,0.228961,CurrentExpenditureRatio,0.211359,RobustCurrentGap,0.159751,RevisedCost,-0.115393,RemainingPlannedDays; CurrentExpenditureRatio; RobustCurrentGap
619311,,2026-04-01,0.111819,0,Physical Progress,-0.608035,HasRevisedDoc,-0.300997,Agency_National Highways Authority of India [NHAI],-0.282135,CurrentExpenditureRatio,-0.23385,State_Arunachal Pradesh,-0.219322,ProjectAgeDays; ElapsedDays; HasRevisedCost
617986,,2026-04-01,0.226245,0,CurrentExpenditureRatio,-0.535787,ProgressScheduleGap,-0.417487,ExpenditureProgressGap,0.35237,RobustCurrentGap,0.315833,Expenditure,-0.256899,ExpenditureProgressGap; RobustCurrentGap; Physical Progress
709800,,2026-04-01,0.31164,0,Agency_MinistryofPetroleumNaturalGas,-0.504366,Agency_National Highways Authority of India [NHAI],-0.299682,ProgressVelocity,-0.229975,ExpenditureProgressGap,0.202403,State_Odisha,-0.199464,ExpenditureProgressGap; Physical Progress; RobustCurrentGap
619026,,2026-04-01,0.053132,0,Physical Progress,-0.612069,State_Gujarat,-0.415476,CurrentExpenditureRatio,-0.384872,Agency_National Highways Authority of India [NHAI],-0.314827,RevisedCost,-0.278827,Expenditure; ElapsedDays; OriginalCost
709786,,2026-05-01,0.118229,0,Agency_MinistryofPetroleumNaturalGas,-0.611445,Physical Progress,-0.512146,Agency_National Highways Authority of India [NHAI],-0.418653,State_Nagaland,-0.226668,ApprovalToStartDays,-0.150245,Expenditure; RevisedCost; ExpenditureProgressGap
618107,,2026-05-01,0.287247,0,Agency_National Highways Authority of India [NHAI],-0.486813,Physical Progress,-0.440465,ProgressVelocity,0.410696,ProgressScheduleGap,0.192079,State_Gujarat,-0.183355,ProgressVelocity; ProgressScheduleGap; ScheduleElapsedRatio
618650,,2026-05-01,0.663911,1,Agency_National Highways Authority of India [NHAI],1.036724,ProjectAgeDays,-0.263204,Physical Progress,-0.242671,RobustCurrentGap,-0.206833,ProgressVelocity,0.205971,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; CurrentExpenditureRatio
618912,,2026-04-01,0.665845,1,Agency_National Highways Authority of India [NHAI],0.723016,ProgressVelocity,-0.269728,Physical Progress,0.204629,CurrentExpenditureRatio,0.184722,ApprovalToStartDays,-0.141355,Agency_National Highways Authority of India [NHAI]; Physical Progress; CurrentExpenditureRatio
400047,,2026-05-01,0.292648,0,Physical Progress,-0.532611,NoProgress,0.370739,Agency_National Highways Authority of India [NHAI],-0.344202,ApprovalToStartDays,-0.295959,State_Odisha,-0.251118,NoProgress; ProgressVelocity; RobustCurrentGap
619292,,2026-04-01,0.781183,1,Agency_NHAI,0.796502,Physical Progress,0.253579,State_Uttarakhand,-0.235732,ExpenditureProgressGap,0.230362,Agency_National Highways Authority of India [NHAI],-0.224092,Agency_NHAI; Physical Progress; ExpenditureProgressGap
618645,,2026-05-01,0.973257,1,Agency_National Highways Authority of India [NHAI],0.815569,ProgressVelocity,0.377794,NoProgress,0.359776,RobustCurrentGap,0.338825,State_Jharkhand,0.25355,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
615199,,2026-04-01,0.23456,0,HasRevisedDoc,-0.404806,Agency_National Highways Authority of India [NHAI],-0.261815,Physical Progress,-0.224279,ProgressVelocity,-0.171504,Expenditure,0.156616,Expenditure; RobustCurrentGap; LateStageLowProgress
709796,,2026-04-01,0.081576,0,Agency_National Highways Authority of India [NHAI],-0.388033,Physical Progress,-0.321004,OriginalCost,-0.263463,ProgressVelocity,-0.179168,CurrentExpenditureRatio,-0.177758,State_Tamil Nadu; HasRevisedDoc; State_Uttar Pradesh
618537,,2026-05-01,0.581268,1,Agency_National Highways Authority of India [NHAI],0.774086,State_Uttar Pradesh,-0.364899,OriginalCost,-0.282054,CurrentExpenditureRatio,0.235296,Physical Progress,-0.189482,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; Expenditure
709798,,2026-05-01,0.046482,0,RevisedCost,-0.697456,ProgressVelocity,0.601559,OriginalCost,-0.547364,Agency_MinistryofPetroleumNaturalGas,-0.528736,Agency_National Highways Authority of India [NHAI],-0.438637,ProgressVelocity; HasRevisedDoc; State_Uttar Pradesh
602195,,2026-04-01,0.494642,1,Agency_National Highways Authority of India [NHAI],-0.478336,Expenditure,0.229756,ProgressScheduleGap,0.171574,ProjectAgeDays,0.149051,ExpenditureProgressGap,-0.149044,Expenditure; ProgressScheduleGap; ProjectAgeDays
618084,,2026-04-01,0.804337,1,State_Jharkhand,0.649133,CurrentExpenditureRatio,0.426812,RevisedCost,-0.422776,OriginalCost,0.422752,ProgressVelocity,-0.245748,State_Jharkhand; CurrentExpenditureRatio; OriginalCost
702658,,2026-05-01,0.155977,0,HasRevisedDoc,-0.432802,Agency_National Highways Authority of India [NHAI],-0.307908,Expenditure,0.256722,Physical Progress,-0.253125,CurrentExpenditureRatio,0.239399,Expenditure; CurrentExpenditureRatio; State_Maharashtra
618364,,2026-04-01,0.162188,0,CurrentExpenditureRatio,-0.647111,Expenditure,-0.354663,ExpenditureProgressGap,0.317881,ProgressVelocity,-0.270844,RobustCurrentGap,0.253842,ExpenditureProgressGap; RobustCurrentGap; Physical Progress
618638,,2026-04-01,0.807035,1,Agency_National Highways Authority of India [NHAI],0.903273,ProgressVelocity,-0.460639,Physical Progress,0.401258,RobustCurrentGap,0.253665,ExpenditureProgressGap,0.214564,Agency_National Highways Authority of India [NHAI]; Physical Progress; RobustCurrentGap
617248,,2026-05-01,0.887388,1,Agency_Steel Authority of India Limited [SAIL],0.654881,RobustCurrentGap,0.293744,ProgressScheduleGap,0.270044,ExpenditureProgressGap,0.227131,Physical Progress,0.217041,Agency_Steel Authority of India Limited [SAIL]; RobustCurrentGap; ProgressScheduleGap
618366,,2026-04-01,0.067198,0,CurrentExpenditureRatio,-0.709757,Physical Progress,-0.381219,Agency_National Highways Authority of India [NHAI],-0.364046,Expenditure,-0.326511,State_Nagaland,-0.231687,Agency_NHIDCL; ExpenditureProgressGap; RobustCurrentGap
701400,,2026-05-01,0.38232,0,Physical Progress,0.558605,Agency_National Highways Authority of India [NHAI],-0.492198,RemainingPlannedDays,-0.366631,CurrentExpenditureRatio,-0.272438,ProjectAgeDays,0.193232,Physical Progress; ProjectAgeDays; Expenditure
619307,,2026-04-01,0.81799,1,Agency_NHAI,0.828562,RobustCurrentGap,0.351117,Expenditure,0.269981,ProgressVelocity,-0.264365,ExpenditureProgressGap,0.256515,Agency_NHAI; RobustCurrentGap; Expenditure
701289,,2026-05-01,0.167223,0,RevisedCost,-0.654689,OriginalCost,-0.563503,Expenditure,0.502689,Agency_National Highways Authority of India [NHAI],-0.441099,State_Haryana,-0.300089,Expenditure; Physical Progress; ExpenditureProgressGap
618421,,2026-04-01,0.480684,1,ProgressVelocity,-0.392003,State_Meghalaya,0.271267,RobustCurrentGap,0.24167,ProgressScheduleGap,-0.229795,ExpenditureProgressGap,0.201748,State_Meghalaya; RobustCurrentGap; ExpenditureProgressGap
400048,,2026-05-01,0.815757,1,NoProgress,0.407664,RobustCurrentGap,0.407447,ProgressVelocity,0.352015,CurrentExpenditureRatio,0.274456,Agency_National Highways Authority of India [NHAI],-0.267321,NoProgress; RobustCurrentGap; ProgressVelocity
617933,,2026-04-01,0.176082,0,CurrentExpenditureRatio,-0.644889,ProjectAgeDays,0.410952,ProgressScheduleGap,-0.298957,Expenditure,-0.297869,Agency_National Highways Authority of India [NHAI],-0.292642,ProjectAgeDays; ExpenditureProgressGap; HasRevisedDoc
618411,,2026-05-01,0.828818,1,Agency_NHIDCL,0.369367,ProgressVelocity,0.330066,Agency_National Highways Authority of India [NHAI],-0.270529,ProgressScheduleGap,0.234793,ExpenditureProgressGap,0.221873,Agency_NHIDCL; ProgressVelocity; ProgressScheduleGap
703021,,2026-05-01,0.375944,0,Agency_National Highways Authority of India [NHAI],-0.383832,ProgressScheduleGap,-0.244074,ApprovalToStartDays,-0.21559,CurrentExpenditureRatio,0.20511,Physical Progress,0.177545,CurrentExpenditureRatio; Physical Progress; ProgressVelocity
618017,,2026-04-01,0.470591,1,Agency_National Highways Authority of India [NHAI],-0.294388,RobustCurrentGap,0.271286,ProgressScheduleGap,-0.268088,CurrentExpenditureRatio,0.249847,ProgressVelocity,-0.234451,RobustCurrentGap; CurrentExpenditureRatio; Physical Progress
618956,,2026-05-01,0.642408,1,Agency_NHAI,0.66634,State_Bihar,0.349889,Agency_National Highways Authority of India [NHAI],-0.279525,Physical Progress,-0.224548,RobustCurrentGap,-0.168846,Agency_NHAI; State_Bihar; CurrentExpenditureRatio
617975,,2026-04-01,0.117681,0,ProjectAgeDays,-0.43088,Agency_National Highways Authority of India [NHAI],-0.391579,ProgressVelocity,-0.326124,Physical Progress,-0.251797,NoProgress,-0.166446,CurrentExpenditureRatio; ExpenditureProgressGap; HasRevisedDoc
706898,,2026-05-01,0.119997,0,Physical Progress,-0.503479,CurrentExpenditureRatio,-0.454777,HasRevisedDoc,-0.449813,NoProgress,0.425384,Agency_National Highways Authority of India [NHAI],-0.380898,NoProgress; ProgressVelocity; RevisedCost
619291,,2026-04-01,0.69238,1,Agency_NHAI,0.645225,ProgressVelocity,-0.269692,Agency_National Highways Authority of India [NHAI],-0.251264,Physical Progress,0.225292,ProjectAgeDays,0.192973,Agency_NHAI; Physical Progress; ProjectAgeDays
400291,,2026-04-01,0.569209,1,Agency_National Highways Authority of India [NHAI],-0.445564,CurrentExpenditureRatio,0.274968,Agency_East Coast Railway [ECoR] - II,0.245845,Expenditure,0.17646,ExpenditureProgressGap,-0.170027,CurrentExpenditureRatio; Agency_East Coast Railway [ECoR] - II; Expenditure
618208,,2026-04-01,0.079577,0,HasRevisedDoc,-0.580958,CurrentExpenditureRatio,-0.467337,ProgressVelocity,-0.321959,OriginalCost,0.25638,ProjectAgeDays,-0.248673,OriginalCost; ExpenditureProgressGap; RobustCurrentGap
