ProjectCode,ProjectName,ReportMonth,OverallRiskProbability,OverallRiskPrediction,TopFactor1,TopFactor1_SHAP,TopFactor2,TopFactor2_SHAP,TopFactor3,TopFactor3_SHAP,TopFactor4,TopFactor4_SHAP,TopFactor5,TopFactor5_SHAP,RiskExplanation
617270,,2026-04-01,0.072075,0,Physical Progress,-0.670914,CurrentExpenditureRatio,-0.435138,Agency_National Highways Authority of India [NHAI],-0.409712,ExpenditureProgressGap,-0.224234,RevisedCost,-0.179786,Expenditure; OriginalCost; State_Gujarat
617906,,2026-05-01,0.239559,0,CurrentExpenditureRatio,-0.606934,Physical Progress,-0.52046,NoProgress,0.411751,Agency_National Highways Authority of India [NHAI],-0.398002,RobustCurrentGap,0.337679,NoProgress; RobustCurrentGap; ProgressVelocity
400172,,2026-04-01,0.435171,0,State_Jharkhand,0.594061,Agency_National Highways Authority of India [NHAI],-0.402352,Physical Progress,-0.214697,ProjectAgeDays,-0.18333,ProgressVelocity,-0.131804,State_Jharkhand; RevisedCost; OriginalCost
618595,,2026-04-01,0.457293,1,Agency_National Highways Authority of India [NHAI],0.583806,ProgressVelocity,-0.434614,Expenditure,-0.263106,OriginalCost,-0.252672,NoProgress,-0.131247,Agency_National Highways Authority of India [NHAI]; ExpenditureProgressGap; Physical Progress
615862,,2026-05-01,0.205511,0,HasRevisedDoc,-0.550922,RevisedCost,0.431426,Agency_National Highways Authority of India [NHAI],-0.371922,RemainingPlannedDays,-0.181202,ProgressVelocity,-0.181111,RevisedCost; CurrentExpenditureRatio; RobustCurrentGap
618646,,2026-05-01,0.350472,0,Agency_National Highways Authority of India [NHAI],1.035481,CurrentExpenditureRatio,-0.694793,Physical Progress,-0.476928,ProgressVelocity,-0.384327,ProgressScheduleGap,0.328347,Agency_National Highways Authority of India [NHAI]; ProgressScheduleGap; RemainingPlannedDays
618140,,2026-04-01,0.475181,1,Agency_National Highways Authority of India [NHAI],-0.340414,Expenditure,0.281553,RemainingPlannedDays,0.233466,ProgressVelocity,-0.189067,Physical Progress,-0.180715,Expenditure; RemainingPlannedDays; CurrentExpenditureRatio
611861,,2026-04-01,0.782259,1,Agency_North Western Railway [NWR],1.254624,RevisedCost,0.593519,Agency_National Highways Authority of India [NHAI],-0.324276,OriginalCost,0.225663,ApprovalToStartDays,-0.19896,Agency_North Western Railway [NWR]; RevisedCost; OriginalCost
618198,,2026-05-01,0.738008,1,RevisedCost,0.502527,Physical Progress,0.457484,CurrentExpenditureRatio,-0.414417,Agency_National Highways Authority of India [NHAI],-0.320936,ProgressVelocity,0.31154,RevisedCost; Physical Progress; ProgressVelocity
611945,,2026-05-01,0.217258,0,Physical Progress,-0.394267,Agency_National Highways Authority of India [NHAI],-0.375671,NoProgress,0.322222,RemainingPlannedDays,-0.274862,State_Gujarat,-0.202842,NoProgress; ProgressVelocity; Expenditure
618185,,2026-05-01,0.04326,0,CurrentExpenditureRatio,-0.769457,Physical Progress,-0.651497,Agency_National Highways Authority of India [NHAI],-0.568968,ProjectAgeDays,-0.526417,NoProgress,0.452471,NoProgress; ProgressVelocity; RemainingPlannedDays
618492,,2026-05-01,0.873071,1,Agency_National Highways Authority of India [NHAI],1.130445,CurrentExpenditureRatio,0.390655,ProgressVelocity,0.336714,NoProgress,0.287489,OriginalCost,-0.276177,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ProgressVelocity
618001,,2026-05-01,0.7465,1,NoProgress,0.504279,ProgressVelocity,0.407348,Agency_National Highways Authority of India [NHAI],-0.268089,RobustCurrentGap,0.243762,ApprovalToStartDays,-0.242237,NoProgress; ProgressVelocity; RobustCurrentGap
619186,,2026-04-01,0.074652,0,CurrentExpenditureRatio,-0.728478,Physical Progress,-0.482917,Agency_National Highways Authority of India [NHAI],-0.440673,ApprovalToStartDays,-0.321631,RobustCurrentGap,-0.311939,ProgressScheduleGap; ProjectAgeDays; HasRevisedCost
701377,,2026-05-01,0.278572,0,Agency_National Highways Authority of India [NHAI],-0.5926,CurrentExpenditureRatio,-0.501629,Physical Progress,0.498956,ExpenditureProgressGap,-0.253349,RemainingPlannedDays,0.116702,Physical Progress; RemainingPlannedDays; NoProgress
618533,,2026-04-01,0.661323,1,Agency_National Highways Authority of India [NHAI],0.858832,ProgressVelocity,-0.366544,CurrentExpenditureRatio,-0.261128,RevisedCost,0.245003,RobustCurrentGap,0.226247,Agency_National Highways Authority of India [NHAI]; RevisedCost; RobustCurrentGap
618299,,2026-04-01,0.525922,1,CurrentExpenditureRatio,-0.471272,Physical Progress,-0.319391,Agency_National Highways Authority of India [NHAI],-0.28545,RobustCurrentGap,0.241563,ExpenditureProgressGap,0.223137,RobustCurrentGap; ExpenditureProgressGap; RemainingPlannedDays
618513,,2026-04-01,0.69021,1,Agency_National Highways Authority of India [NHAI],0.901318,ProgressVelocity,-0.241815,OriginalCost,-0.205504,LateStageLowProgress,0.135568,HasRevisedCost,0.115937,Agency_National Highways Authority of India [NHAI]; LateStageLowProgress; HasRevisedCost
618642,,2026-05-01,0.973346,1,Agency_National Highways Authority of India [NHAI],0.871752,ProgressVelocity,0.513931,NoProgress,0.469416,Physical Progress,0.388703,State_Jharkhand,0.287014,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
618924,,2026-05-01,0.859494,1,Agency_National Highways Authority of India [NHAI],0.831862,RevisedCost,0.399259,State_Uttar Pradesh,-0.360757,ApprovalToStartDays,0.253518,Physical Progress,-0.199879,Agency_National Highways Authority of India [NHAI]; RevisedCost; ApprovalToStartDays
709815,,2026-05-01,0.486895,1,Agency_National Highways Authority of India [NHAI],-0.399279,RemainingPlannedDays,0.266958,ProjectAgeDays,0.244693,Physical Progress,-0.237656,OriginalCost,0.205611,RemainingPlannedDays; ProjectAgeDays; OriginalCost
617936,,2026-05-01,0.092905,0,HasRevisedDoc,-0.496004,NoProgress,0.488146,Physical Progress,-0.434778,RevisedCost,-0.415052,CurrentExpenditureRatio,-0.353431,NoProgress; ProgressVelocity; HasRevisedCost
400321,,2026-05-01,0.424997,0,ProgressVelocity,0.544134,Agency_National Highways Authority of India [NHAI],-0.480875,CurrentExpenditureRatio,0.264398,Expenditure,-0.2379,OriginalCost,-0.168527,ProgressVelocity; CurrentExpenditureRatio; RobustCurrentGap
706836,,2026-05-01,0.099799,0,Agency_North Western Railway [NWR],1.313291,CurrentExpenditureRatio,-1.230327,HasRevisedDoc,-0.55977,Agency_National Highways Authority of India [NHAI],-0.415606,ExpenditureProgressGap,-0.386529,Agency_North Western Railway [NWR]; ProgressVelocity; NoProgress
618995,,2026-04-01,0.017757,0,CurrentExpenditureRatio,-0.812447,Physical Progress,-0.563226,ProjectAgeDays,-0.408624,Agency_National Highways Authority of India [NHAI],-0.389389,HasRevisedDoc,-0.250314,RemainingPlannedDays; ScheduleElapsedRatio; State_Gujarat
612139,,2026-04-01,0.314195,0,ExpenditureProgressGap,-0.505145,Expenditure,0.453337,Agency_National Highways Authority of India [NHAI],-0.369051,CurrentExpenditureRatio,0.284395,ProgressVelocity,-0.187943,Expenditure; CurrentExpenditureRatio; RobustCurrentExpenditurePct
612877,,2026-04-01,0.068829,0,CurrentExpenditureRatio,-0.704645,Agency_National Highways Authority of India [NHAI],-0.565954,RemainingPlannedDays,-0.365935,ApprovalToStartDays,-0.209252,ExpenditureProgressGap,-0.184155,Physical Progress; RobustCurrentGap; HasRevisedDoc
617882,,2026-05-01,0.243904,0,ProjectAgeDays,-0.445187,HasRevisedDoc,-0.363552,RevisedCost,0.323669,State_Delhi,0.254717,Agency_National Highways Authority of India [NHAI],-0.253722,RevisedCost; State_Delhi; ProgressVelocity
709839,,2026-04-01,0.079504,0,Agency_National Highways Authority of India [NHAI],-0.492224,CurrentExpenditureRatio,-0.454612,OriginalCost,-0.314209,RevisedCost,-0.235914,ExpenditureProgressGap,-0.233504,Physical Progress; HasRevisedDoc; HasRevisedCost
618127,,2026-05-01,0.588378,1,Agency_National Highways Authority of India [NHAI],-0.403329,State_Jharkhand,0.392411,ProgressScheduleGap,0.286407,Physical Progress,-0.279746,Expenditure,0.276738,State_Jharkhand; ProgressScheduleGap; Expenditure
611930,,2026-05-01,0.469211,1,Agency_National Thermal Power Corporation [NTPC],0.863099,Agency_National Highways Authority of India [NHAI],-0.450634,Physical Progress,-0.256032,CurrentExpenditureRatio,0.196676,Expenditure,-0.185473,Agency_National Thermal Power Corporation [NTPC]; CurrentExpenditureRatio; HasRevisedCost
701719,,2026-04-01,0.079234,0,CurrentExpenditureRatio,-0.603996,Agency_National Highways Authority of India [NHAI],-0.526507,ExpenditureProgressGap,-0.267443,Physical Progress,0.239914,State_Gujarat,-0.23816,Physical Progress; HasRevisedDoc; RobustCurrentGap
617897,,2026-04-01,0.796839,1,State_Bihar,0.408573,RobustCurrentGap,0.342491,ExpenditureProgressGap,0.261945,Physical Progress,0.253227,ProgressVelocity,-0.238817,State_Bihar; RobustCurrentGap; ExpenditureProgressGap
701122,,2026-05-01,0.062111,0,Agency_National Highways Authority of India [NHAI],-0.383176,ProgressVelocity,-0.365032,Agency_Airport Authority of India [AAI],-0.326944,State_Uttar Pradesh,-0.324691,Physical Progress,-0.31433,CurrentExpenditureRatio; LateStageLowProgress; ProjectAgeDays
618402,,2026-05-01,0.339794,0,Agency_National Highways Authority of India [NHAI],-0.462012,Agency_NHIDCL,0.446991,ProjectAgeDays,-0.284526,Physical Progress,-0.279092,ProgressScheduleGap,-0.251426,Agency_NHIDCL; ProgressVelocity; CurrentExpenditureRatio
618744,,2026-05-01,0.571258,1,Agency_National Highways Authority of India [NHAI],0.799071,ExpenditureProgressGap,-0.352211,RobustCurrentGap,-0.194777,ProgressVelocity,0.14648,NoProgress,0.126644,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
618168,,2026-05-01,0.376756,0,Physical Progress,-0.600871,NoProgress,0.36711,Agency_National Highways Authority of India [NHAI],-0.348523,State_Uttar Pradesh,-0.185509,RevisedCost,-0.134667,NoProgress; ExpenditureProgressGap; ProgressVelocity
618920,,2026-05-01,0.433381,0,Agency_National Highways Authority of India [NHAI],0.859993,Physical Progress,-0.485562,ProjectAgeDays,-0.2864,ProgressScheduleGap,-0.167985,OriginalCost,-0.133395,Agency_National Highways Authority of India [NHAI]; ExpenditureProgressGap; LateStageLowProgress
701391,,2026-05-01,0.109572,0,CurrentExpenditureRatio,-1.108398,Agency_National Highways Authority of India [NHAI],-0.577596,Physical Progress,0.349757,ExpenditureProgressGap,-0.319097,State_Maharashtra,0.234677,Physical Progress; State_Maharashtra; ProgressVelocity
618239,,2026-05-01,0.451352,1,NoProgress,0.464461,CurrentExpenditureRatio,-0.398477,RobustCurrentGap,0.369319,Agency_National Highways Authority of India [NHAI],-0.366987,Physical Progress,0.35835,NoProgress; RobustCurrentGap; Physical Progress
701170,,2026-04-01,0.566148,1,Agency_National Highways Authority of India [NHAI],-0.390798,CurrentExpenditureRatio,0.363841,Physical Progress,0.306993,ProjectAgeDays,-0.270522,ExpenditureProgressGap,0.213239,CurrentExpenditureRatio; Physical Progress; ExpenditureProgressGap
616223,,2026-05-01,0.776589,1,ProgressVelocity,0.51449,Agency_National Highways Authority of India [NHAI],-0.368107,NoProgress,0.318441,ExpenditureProgressGap,0.198342,ProjectAgeDays,-0.177866,ProgressVelocity; NoProgress; ExpenditureProgressGap
705763,,2026-04-01,0.152037,0,Agency_National Highways Authority of India [NHAI],-0.457244,ExpenditureProgressGap,-0.43929,Physical Progress,-0.299606,Expenditure,0.224124,OriginalCost,-0.211029,Expenditure; ProgressScheduleGap; CurrentExpenditureRatio
616691,,2026-05-01,0.186049,0,ProjectAgeDays,-0.520473,Agency_National Highways Authority of India [NHAI],-0.447311,ExpenditureProgressGap,-0.201159,CurrentExpenditureRatio,-0.179987,State_Maharashtra,0.173545,State_Maharashtra; ProgressVelocity; Physical Progress
618012,,2026-04-01,0.384775,0,ProgressVelocity,-0.26626,ProgressScheduleGap,-0.253935,Agency_National Highways Authority of India [NHAI],-0.253192,RobustCurrentGap,0.250054,State_Odisha,-0.248089,RobustCurrentGap; ProjectAgeDays; Physical Progress
400151,,2026-05-01,0.791852,1,Agency_Ministry of Coal,0.760911,State_Jharkhand,0.677629,CurrentExpenditureRatio,0.664092,ProgressVelocity,-0.525345,Agency_National Highways Authority of India [NHAI],-0.304879,Agency_Ministry of Coal; State_Jharkhand; CurrentExpenditureRatio
618489,,2026-04-01,0.583664,1,Agency_National Highways Authority of India [NHAI],0.811319,ProgressVelocity,-0.362347,ExpenditureProgressGap,-0.12618,NoProgress,-0.109986,OriginalCost,-0.100757,Agency_National Highways Authority of India [NHAI]; ProgressScheduleGap; HasRevisedCost
619013,,2026-04-01,0.291897,0,ProgressVelocity,-0.357766,HasRevisedDoc,-0.328051,ApprovalToStartDays,-0.27726,RobustCurrentGap,0.248712,Agency_National Highways Authority of India [NHAI],-0.203311,RobustCurrentGap; ScheduleElapsedRatio; Agency_NHIDCL
705500,,2026-04-01,0.193019,0,Agency_National Highways Authority of India [NHAI],-0.438334,Expenditure,-0.368147,RemainingPlannedDays,-0.229674,ExpenditureProgressGap,-0.165913,RevisedCost,-0.149325,State_Maharashtra; HasRevisedDoc; RobustCurrentExpenditurePct
618320,,2026-04-01,0.013587,0,CurrentExpenditureRatio,-0.95657,Physical Progress,-0.628144,ProjectAgeDays,-0.599611,Agency_National Highways Authority of India [NHAI],-0.399585,Expenditure,-0.302077,RemainingPlannedDays; Agency_NHIDCL; ScheduleElapsedRatio
618777,,2026-04-01,0.626051,1,Agency_National Highways Authority of India [NHAI],0.67782,ProgressVelocity,-0.29699,Physical Progress,0.234612,RevisedCost,-0.195395,Expenditure,-0.137082,Agency_National Highways Authority of India [NHAI]; Physical Progress; CurrentExpenditureRatio
709849,,2026-04-01,0.203019,0,Agency_National Highways Authority of India [NHAI],-0.353099,Expenditure,0.248898,ExpenditureProgressGap,-0.241415,OriginalCost,-0.232982,RobustCurrentGap,-0.210988,Expenditure; HasRevisedDoc; CurrentExpenditureRatio
619197,,2026-04-01,0.836257,1,Agency_National Highways Authority of India [NHAI],0.927329,CurrentExpenditureRatio,0.564286,ProgressVelocity,-0.322722,RemainingPlannedDays,0.124055,HasRevisedDoc,0.101701,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; RemainingPlannedDays
618826,,2026-05-01,0.914597,1,Agency_National Highways Authority of India [NHAI],0.905723,ProgressVelocity,0.556402,ProjectAgeDays,0.205238,Expenditure,0.201709,Physical Progress,0.190618,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; ProjectAgeDays
618153,,2026-04-01,0.278883,0,ProjectAgeDays,-0.39739,ProgressVelocity,-0.317499,Physical Progress,0.28557,Agency_National Highways Authority of India [NHAI],-0.276081,ExpenditureProgressGap,0.226466,Physical Progress; ExpenditureProgressGap; RobustCurrentGap
705454,,2026-05-01,0.057414,0,CurrentExpenditureRatio,-0.789203,Agency_National Highways Authority of India [NHAI],-0.65355,ExpenditureProgressGap,-0.496808,RobustCurrentExpenditurePct,-0.233713,RemainingPlannedDays,-0.189076,ProgressVelocity; HasRevisedDoc; ProjectAgeDays
618490,,2026-04-01,0.459677,1,Agency_National Highways Authority of India [NHAI],0.779388,ProgressVelocity,-0.362141,ExpenditureProgressGap,-0.269412,OriginalCost,-0.248284,Expenditure,-0.166638,Agency_National Highways Authority of India [NHAI]; ProgressScheduleGap; HasRevisedCost
618297,,2026-04-01,0.269219,0,CurrentExpenditureRatio,-0.573816,RevisedCost,0.511209,Agency_National Highways Authority of India [NHAI],-0.379326,Physical Progress,-0.280043,ProgressVelocity,-0.24131,RevisedCost; ProjectAgeDays; OriginalCost
618864,,2026-04-01,0.868569,1,Agency_National Highways Authority of India [NHAI],0.810237,CurrentExpenditureRatio,0.339512,Physical Progress,0.305898,ApprovalToStartDays,0.262335,ProgressVelocity,-0.261315,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; Physical Progress
619078,,2026-04-01,0.594207,1,Agency_National Highways Authority of India [NHAI],0.830546,ProgressVelocity,-0.409852,OriginalCost,-0.26787,RemainingPlannedDays,-0.247527,Expenditure,0.121038,Agency_National Highways Authority of India [NHAI]; Expenditure; ExpenditureProgressGap
701343,,2026-05-01,0.158111,0,Agency_National Highways Authority of India [NHAI],-0.509956,ExpenditureProgressGap,-0.341927,OriginalCost,-0.283626,RobustCurrentGap,-0.211549,Expenditure,0.156836,Expenditure; HasRevisedDoc; ProgressVelocity
618947,,2026-05-01,0.929791,1,Agency_National Highways Authority of India [NHAI],0.881965,ProgressVelocity,0.484531,NoProgress,0.416474,State_Jharkhand,0.363324,ExpenditureProgressGap,0.143455,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
617374,,2026-04-01,0.242756,0,Agency_National Highways Authority of India [NHAI],-0.502805,CurrentExpenditureRatio,-0.423978,Physical Progress,0.312584,ExpenditureProgressGap,-0.285619,RobustCurrentExpenditurePct,-0.186949,Physical Progress; RobustCurrentGap; HasRevisedDoc
709848,,2026-04-01,0.483453,1,Agency_National Highways Authority of India [NHAI],-0.324278,Physical Progress,0.277151,ExpenditureProgressGap,0.245256,OriginalCost,-0.220411,RobustCurrentGap,0.195462,Physical Progress; ExpenditureProgressGap; RobustCurrentGap
619200,,2026-04-01,0.778107,1,Agency_National Highways Authority of India [NHAI],0.958324,ProgressVelocity,-0.289448,RobustCurrentGap,0.25981,RevisedCost,0.170762,Expenditure,-0.137515,Agency_National Highways Authority of India [NHAI]; RobustCurrentGap; RevisedCost
618347,,2026-04-01,0.410034,0,ProgressVelocity,-0.425518,Agency_National Highways Authority of India [NHAI],-0.298114,CurrentExpenditureRatio,0.212815,NoProgress,-0.140645,ExpenditureProgressGap,0.139445,CurrentExpenditureRatio; ExpenditureProgressGap; Agency_NHIDCL
618017,,2026-05-01,0.776621,1,NoProgress,0.443827,RobustCurrentGap,0.358004,ProgressVelocity,0.329633,ProgressScheduleGap,-0.324138,CurrentExpenditureRatio,0.318548,NoProgress; RobustCurrentGap; ProgressVelocity
618610,,2026-04-01,0.90715,1,Agency_National Highways Authority of India [NHAI],0.837942,Physical Progress,0.363662,ProgressVelocity,-0.342105,CurrentExpenditureRatio,0.25459,Expenditure,0.227874,Agency_National Highways Authority of India [NHAI]; Physical Progress; CurrentExpenditureRatio
618949,,2026-04-01,0.768492,1,Agency_National Highways Authority of India [NHAI],0.666425,State_Jharkhand,0.367215,ProgressVelocity,-0.231681,CurrentExpenditureRatio,0.140328,OriginalCost,-0.136477,Agency_National Highways Authority of India [NHAI]; State_Jharkhand; CurrentExpenditureRatio
618639,,2026-05-01,0.96025,1,Agency_National Highways Authority of India [NHAI],0.836546,ProgressVelocity,0.551894,NoProgress,0.506371,Expenditure,0.294584,ExpenditureProgressGap,0.177549,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; NoProgress
618976,,2026-05-01,0.457149,1,Agency_National Thermal Power Corporation [NTPC],0.896363,Agency_National Highways Authority of India [NHAI],-0.434112,Expenditure,0.310735,Physical Progress,-0.303043,ProjectAgeDays,-0.190998,Agency_National Thermal Power Corporation [NTPC]; Expenditure; ProgressScheduleGap
618088,,2026-05-01,0.563305,1,Physical Progress,-0.492963,NoProgress,0.41119,Expenditure,0.331154,RevisedCost,0.303492,ProjectAgeDays,-0.264204,NoProgress; Expenditure; RevisedCost
618613,,2026-04-01,0.855219,1,Agency_National Highways Authority of India [NHAI],1.071929,Physical Progress,0.441318,ProgressVelocity,-0.307176,ExpenditureProgressGap,-0.26843,Expenditure,0.252852,Agency_National Highways Authority of India [NHAI]; Physical Progress; Expenditure
709850,,2026-04-01,0.19369,0,Agency_National Highways Authority of India [NHAI],-0.370934,ExpenditureProgressGap,-0.300814,RobustCurrentGap,-0.203535,Physical Progress,-0.192965,ProgressVelocity,-0.160169,RevisedCost; OriginalCost; RemainingPlannedDays
618381,,2026-04-01,0.424108,0,ProgressVelocity,-0.364063,Agency_National Highways Authority of India [NHAI],-0.327864,Physical Progress,0.295733,RobustCurrentGap,0.218677,ProjectAgeDays,-0.20193,Physical Progress; RobustCurrentGap; ExpenditureProgressGap
900874,,2026-04-01,0.042859,0,Physical Progress,-0.733033,CurrentExpenditureRatio,-0.471743,Agency_National Highways Authority of India [NHAI],-0.459702,RevisedCost,-0.245657,State_Bihar,0.21883,State_Bihar; HasRevisedDoc; State_Gujarat
619076,,2026-04-01,0.795346,1,Agency_National Highways Authority of India [NHAI],0.884093,ProgressVelocity,-0.419457,Physical Progress,0.276111,ExpenditureProgressGap,0.172551,ApprovalToStartDays,0.161048,Agency_National Highways Authority of India [NHAI]; Physical Progress; ExpenditureProgressGap
705562,,2026-05-01,0.0873,0,Agency_National Highways Authority of India [NHAI],-0.500662,ExpenditureProgressGap,-0.405702,RobustCurrentGap,-0.31521,Expenditure,-0.225531,ProgressVelocity,-0.185998,HasRevisedDoc; CurrentExpenditureRatio; HasRevisedCost
701386,,2026-04-01,0.101169,0,RobustCurrentGap,-0.607494,RemainingPlannedDays,-0.482199,Agency_National Highways Authority of India [NHAI],-0.446026,CurrentExpenditureRatio,-0.406988,Expenditure,0.216321,Expenditure; State_Maharashtra; HasRevisedCost
617287,,2026-04-01,0.13299,0,HasRevisedDoc,-0.291686,Agency_National Highways Authority of India [NHAI],-0.23428,OriginalCost,-0.23135,RevisedCost,-0.200527,Physical Progress,-0.199336,CurrentExpenditureRatio; RemainingPlannedDays; State_Chhattisgarh
618609,,2026-05-01,0.781399,1,Agency_National Highways Authority of India [NHAI],0.818065,ProgressVelocity,0.438219,ExpenditureProgressGap,-0.217008,RobustCurrentGap,-0.164453,ApprovalToStartDays,-0.16304,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; CurrentExpenditureRatio
701668,,2026-04-01,0.021478,0,CurrentExpenditureRatio,-0.836903,Physical Progress,-0.675396,ProjectAgeDays,-0.427171,Agency_National Highways Authority of India [NHAI],-0.367572,Expenditure,-0.275358,RobustCurrentGap; RemainingPlannedDays; State_Gujarat
618001,,2026-04-01,0.32673,0,ProgressVelocity,-0.277163,Agency_National Highways Authority of India [NHAI],-0.269451,ApprovalToStartDays,-0.268321,CurrentExpenditureRatio,0.193723,ProgressScheduleGap,-0.177649,CurrentExpenditureRatio; ExpenditureProgressGap; RobustCurrentGap
702632,,2026-05-01,0.358916,0,Agency_National Highways Authority of India [NHAI],-0.508529,RevisedCost,-0.320048,State_Delhi,0.313312,OriginalCost,-0.276632,Expenditure,0.255366,State_Delhi; Expenditure; Physical Progress
612883,,2026-05-01,0.175896,0,Agency_National Highways Authority of India [NHAI],-0.433344,Physical Progress,-0.251313,RevisedCost,-0.209995,ApprovalToStartDays,-0.18056,ProgressVelocity,-0.180376,CurrentExpenditureRatio; HasRevisedCost; LateStageLowProgress
618503,,2026-05-01,0.917709,1,Agency_National Highways Authority of India [NHAI],1.266044,Physical Progress,0.402725,ProgressVelocity,0.320043,ProjectAgeDays,0.203047,NoProgress,0.186789,Agency_National Highways Authority of India [NHAI]; Physical Progress; ProgressVelocity
602525,,2026-04-01,0.187445,0,Agency_National Highways Authority of India [NHAI],-0.463831,ExpenditureProgressGap,-0.401138,RobustCurrentGap,-0.392252,Expenditure,0.362431,RemainingPlannedDays,-0.28603,Expenditure; CurrentExpenditureRatio; ProgressScheduleGap
709759,,2026-04-01,0.426451,0,Agency_National Highways Authority of India [NHAI],-0.278162,Physical Progress,0.228809,ProgressVelocity,-0.204201,ExpenditureProgressGap,0.199141,State_Rajasthan,-0.153751,Physical Progress; ExpenditureProgressGap; HasRevisedDoc
701574,,2026-04-01,0.381223,0,Agency_National Highways Authority of India [NHAI],-0.36735,ExpenditureProgressGap,-0.286751,CurrentExpenditureRatio,0.265931,Expenditure,0.188971,Physical Progress,0.159379,CurrentExpenditureRatio; Expenditure; Physical Progress
705444,,2026-05-01,0.428228,0,Agency_National Highways Authority of India [NHAI],-0.52945,Expenditure,0.34741,CurrentExpenditureRatio,0.217125,ExpenditureProgressGap,-0.163016,Physical Progress,0.162407,Expenditure; CurrentExpenditureRatio; Physical Progress
619005,,2026-04-01,0.257341,0,CurrentExpenditureRatio,-0.728731,State_Jharkhand,0.430271,Physical Progress,-0.37558,Agency_National Highways Authority of India [NHAI],-0.352713,RevisedCost,0.341518,State_Jharkhand; RevisedCost; RemainingPlannedDays
709797,,2026-04-01,0.656861,1,Expenditure,0.448042,OriginalCost,-0.319343,RemainingPlannedDays,0.301692,Agency_National Highways Authority of India [NHAI],-0.27117,ExpenditureProgressGap,0.241116,Expenditure; RemainingPlannedDays; ExpenditureProgressGap
619154,,2026-04-01,0.666176,1,Agency_National Highways Authority of India [NHAI],0.622118,ProgressVelocity,-0.323276,ProjectAgeDays,0.155123,OriginalCost,-0.151689,ProgressScheduleGap,0.13492,Agency_National Highways Authority of India [NHAI]; ProjectAgeDays; ProgressScheduleGap
619172,,2026-05-01,0.169067,0,Physical Progress,-0.59803,Agency_National Highways Authority of India [NHAI],-0.382037,CurrentExpenditureRatio,-0.322118,NoProgress,0.30923,HasRevisedDoc,-0.279656,NoProgress; ProgressVelocity; RevisedCost
617370,,2026-04-01,0.131924,0,HasRevisedDoc,-0.383407,Agency_National Highways Authority of India [NHAI],-0.269636,Physical Progress,-0.226343,State_Uttar Pradesh,-0.193995,ProgressScheduleGap,-0.185638,RemainingPlannedDays; OriginalCost; CurrentExpenditureRatio
611452,,2026-05-01,0.149803,0,Agency_National Highways Authority of India [NHAI],-0.472719,ExpenditureProgressGap,-0.450729,RobustCurrentGap,-0.327507,ProgressScheduleGap,-0.285937,CurrentExpenditureRatio,-0.209436,ProgressVelocity; Physical Progress; NoProgress
618914,,2026-05-01,0.703829,1,Agency_National Highways Authority of India [NHAI],0.776105,ProgressVelocity,0.615687,OriginalCost,-0.374748,ProgressScheduleGap,-0.201697,State_Bihar,0.10958,Agency_National Highways Authority of India [NHAI]; ProgressVelocity; State_Bihar
618536,,2026-04-01,0.321074,0,Agency_National Highways Authority of India [NHAI],0.715474,ProgressVelocity,-0.31007,ProjectAgeDays,-0.243054,OriginalCost,-0.229187,RobustCurrentGap,-0.204663,Agency_National Highways Authority of India [NHAI]; CurrentExpenditureRatio; ApprovalToStartDays
618604,,2026-04-01,0.366553,0,Agency_National Highways Authority of India [NHAI],0.72792,ExpenditureProgressGap,-0.327028,OriginalCost,-0.316677,RobustCurrentGap,-0.261024,CurrentExpenditureRatio,-0.242039,Agency_National Highways Authority of India [NHAI]; HasRevisedCost; HasRevisedDoc
618477,,2026-04-01,0.775165,1,Agency_National Highways Authority of India [NHAI],0.714806,Physical Progress,0.436165,ProgressVelocity,-0.419304,ExpenditureProgressGap,0.147866,NoProgress,-0.119584,Agency_National Highways Authority of India [NHAI]; Physical Progress; ExpenditureProgressGap
617900,,2026-04-01,0.282415,0,RevisedCost,-0.783629,ProgressVelocity,-0.310727,OriginalCost,0.278844,Agency_National Highways Authority of India [NHAI],-0.235043,RobustCurrentGap,0.208573,OriginalCost; RobustCurrentGap; Physical Progress
709760,,2026-04-01,0.468543,1,Agency_National Highways Authority of India [NHAI],-0.220761,CurrentExpenditureRatio,0.200857,ExpenditureProgressGap,0.190212,ProgressVelocity,-0.181334,RobustCurrentGap,0.15467,CurrentExpenditureRatio; ExpenditureProgressGap; RobustCurrentGap
603210,,2026-05-01,0.013531,0,CurrentExpenditureRatio,-0.964155,Physical Progress,-0.683897,Agency_National Highways Authority of India [NHAI],-0.425014,Expenditure,-0.305041,HasRevisedDoc,-0.259025,RemainingPlannedDays; ScheduleElapsedRatio; State_Gujarat
